corridor_period,tmc_code,minute,mean_tt,p95_tt,days,start_latitude,length_mi,distance_end_mi,distance_start_mi,t0_min,tti,pti95,gamma95
I-95 NB AM,110+04147,440,2.2708695652173914,1.678,23,38.52594,1.82979,2.3285183333333332,0.4987283333333332,1.5248249999999999,1.4892656962060509,1.1004541504762841,0.738923990044036
I-95 NB AM,110+04147,445,2.0704347826086957,2.407999999999999,23,38.52594,1.82979,2.3285183333333332,0.4987283333333332,1.5248249999999999,1.3578179677069144,1.5791976128408174,1.1630407391852158
I-95 NB AM,110+04147,450,2.050869565217391,1.9469999999999996,23,38.52594,1.82979,2.3285183333333332,0.4987283333333332,1.5248249999999999,1.3449868445345474,1.276867837292804,0.9493534025863896
I-95 NB AM,110+04147,455,2.0743478260869566,1.619,23,38.52594,1.82979,2.3285183333333332,0.4987283333333332,1.5248249999999999,1.3603841923413877,1.0617611857098357,0.780486271221966
I-95 NB AM,110+04147,460,1.934782608695652,1.6549999999999998,23,38.52594,1.82979,2.3285183333333332,0.4987283333333332,1.5248249999999999,1.2688555137118374,1.0853704523469907,0.8553932584269662
I-95 NB AM,110+04147,465,1.9947826086956524,1.6589999999999998,23,38.52594,1.82979,2.3285183333333332,0.4987283333333332,1.5248249999999999,1.3082042914404293,1.0879937041955634,0.8316695727986049
I-95 NB AM,110+04147,470,1.8969565217391307,1.648,23,38.52594,1.82979,2.3285183333333332,0.4987283333333332,1.5248249999999999,1.2440486755785949,1.0807797616119883,0.8687600275040108
I-95 NB AM,110+04147,475,1.6782608695652175,1.6389999999999998,23,38.52594,1.82979,2.3285183333333332,0.4987283333333332,1.5248249999999999,1.1006252321185825,1.0748774449526994,0.9766062176165802
I-95 NB AM,110+04147,480,1.6539130434782607,1.64,23,38.52594,1.82979,2.3285183333333332,0.4987283333333332,1.5248249999999999,1.084657612170748,1.0755332579148427,0.9915878023133544
I-95 NB AM,110+04147,485,1.6791304347826088,1.668,23,38.52594,1.82979,2.3285183333333332,0.4987283333333332,1.5248249999999999,1.1011955042595767,1.0938960208548523,0.9933713102019678
