pair,facility,window,tmcs,length_mi,weekdays,T0_min,mean_T_min,T95_min,TTI,PTI95,gamma95,buffer_index
I-95 SB PM,GP,PM 15:00-19:00,23,21.35410166666667,23,19.97636121425426,42.447753623188405,50.90995833333333,2.1248991829853145,2.548510100878943,1.1993557723988055,0.19935577239880553
I-95 SB PM,ML,PM 15:00-19:00,20,23.5997275,23,19.832279166513167,19.9340579710145,20.0651875,1.0051319771997353,1.0117439015219238,1.0065781653277106,0.006578165327710606
I-95 NB AM,GP,AM 06:00-09:00,23,21.125803333333337,23,19.811973122597184,30.322536231884065,39.93897222222222,1.530515716140293,2.0159007876236483,1.3171382471703175,0.31713824717031747
I-95 NB AM,ML,AM 06:00-09:00,20,23.62148666666667,23,19.754520390717857,19.920470235312454,21.436444444444444,1.0084006010428161,1.0851412244114456,1.0761013264859915,0.07610132648599155
I-395 SB PM,GP,PM 15:00-19:00,19,9.914732500000001,23,9.889812523127192,18.304121376811597,23.494708333333335,1.850805698693242,2.375647493659893,1.2835747671066793,0.2835747671066793
I-395 SB PM,ML,PM 15:00-19:00,22,9.637221666666665,23,8.693776852256093,8.546458333333332,8.618,0.9830547158701766,0.9912837822336757,1.0083709138775812,0.008370913877581154
I-395 NB AM,GP,AM 06:00-09:00,20,10.520480000000001,23,10.599262781767088,18.987562784171637,23.448805555555555,1.7914040981071013,2.212305330885118,1.2349560510790194,0.2349560510790194
I-395 NB AM,ML,AM 06:00-09:00,22,9.48581333333333,23,8.378094030079009,8.580169082125604,9.192388888888889,1.0241194538186258,1.0971933301161818,1.0713528837139905,0.07135288371399051
