corridor,road_order,link_id,timestamp_local,date_local,time_local,minute_of_day,is_am_analysis_bin,direction,milepost,station_count,speed_mph,flow_vph,occupancy_fraction,density_veh_per_mi
I405_S,1,L405S-132,2025-09-05T05:30:00-07:00,2025-09-05,05:30,330,False,S,15.715000,3,68.400000,4000.000000,0.065833,58.393352
I405_S,2,L405S-115,2025-09-05T05:30:00-07:00,2025-09-05,05:30,330,False,S,16.290000,1,71.300000,3948.000000,0.055400,55.371669
I405_S,3,L405S-114,2025-09-05T05:30:00-07:00,2025-09-05,05:30,330,False,S,16.450000,2,68.850000,3264.000000,0.060050,47.403602
I405_S,1,L405S-132,2025-09-05T05:35:00-07:00,2025-09-05,05:35,335,False,S,15.715000,3,67.733333,4488.000000,0.075533,66.111492
I405_S,2,L405S-115,2025-09-05T05:35:00-07:00,2025-09-05,05:35,335,False,S,16.290000,1,69.900000,4596.000000,0.068100,65.751073
I405_S,3,L405S-114,2025-09-05T05:35:00-07:00,2025-09-05,05:35,335,False,S,16.450000,2,67.400000,3930.000000,0.075550,58.307679
I405_S,1,L405S-132,2025-09-05T05:40:00-07:00,2025-09-05,05:40,340,False,S,15.715000,3,68.700000,5420.000000,0.080533,78.812989
I405_S,2,L405S-115,2025-09-05T05:40:00-07:00,2025-09-05,05:40,340,False,S,16.290000,1,71.300000,5220.000000,0.069200,73.211781
I405_S,3,L405S-114,2025-09-05T05:40:00-07:00,2025-09-05,05:40,340,False,S,16.450000,2,70.550000,4374.000000,0.072050,61.981789
I405_S,1,L405S-132,2025-09-05T05:45:00-07:00,2025-09-05,05:45,345,False,S,15.715000,3,69.100000,5080.000000,0.078367,73.326996
I405_S,2,L405S-115,2025-09-05T05:45:00-07:00,2025-09-05,05:45,345,False,S,16.290000,1,71.000000,5004.000000,0.070700,70.478873
I405_S,3,L405S-114,2025-09-05T05:45:00-07:00,2025-09-05,05:45,345,False,S,16.450000,2,69.200000,4314.000000,0.076950,62.325089
I405_S,1,L405S-132,2025-09-05T05:50:00-07:00,2025-09-05,05:50,350,False,S,15.715000,3,68.133333,5804.000000,0.090367,84.973521
I405_S,2,L405S-115,2025-09-05T05:50:00-07:00,2025-09-05,05:50,350,False,S,16.290000,1,71.700000,5472.000000,0.073800,76.317992
I405_S,3,L405S-114,2025-09-05T05:50:00-07:00,2025-09-05,05:50,350,False,S,16.450000,2,70.900000,4692.000000,0.078200,66.150291
I405_S,1,L405S-132,2025-09-05T05:55:00-07:00,2025-09-05,05:55,355,False,S,15.715000,3,68.766667,4984.000000,0.077267,72.377726
I405_S,2,L405S-115,2025-09-05T05:55:00-07:00,2025-09-05,05:55,355,False,S,16.290000,1,71.500000,4884.000000,0.067000,68.307692
I405_S,3,L405S-114,2025-09-05T05:55:00-07:00,2025-09-05,05:55,355,False,S,16.450000,2,70.800000,4152.000000,0.072400,58.623700
I405_S,1,L405S-132,2025-09-05T06:00:00-07:00,2025-09-05,06:00,360,True,S,15.715000,3,67.133333,5216.000000,0.082967,77.609992
I405_S,2,L405S-115,2025-09-05T06:00:00-07:00,2025-09-05,06:00,360,True,S,16.290000,1,68.500000,5268.000000,0.076000,76.905109
I405_S,3,L405S-114,2025-09-05T06:00:00-07:00,2025-09-05,06:00,360,True,S,16.450000,2,67.100000,4326.000000,0.079050,64.472520
I405_S,1,L405S-132,2025-09-05T06:05:00-07:00,2025-09-05,06:05,365,True,S,15.715000,3,66.800000,4772.000000,0.075067,71.308503
I405_S,2,L405S-115,2025-09-05T06:05:00-07:00,2025-09-05,06:05,365,True,S,16.290000,1,67.700000,4560.000000,0.064300,67.355982
I405_S,3,L405S-114,2025-09-05T06:05:00-07:00,2025-09-05,06:05,365,True,S,16.450000,2,66.050000,3888.000000,0.070950,58.841139
I405_S,1,L405S-132,2025-09-05T06:10:00-07:00,2025-09-05,06:10,370,True,S,15.715000,3,65.900000,5840.000000,0.090700,88.512727
I405_S,2,L405S-115,2025-09-05T06:10:00-07:00,2025-09-05,06:10,370,True,S,16.290000,1,66.500000,5820.000000,0.083900,87.518797
I405_S,3,L405S-114,2025-09-05T06:10:00-07:00,2025-09-05,06:10,370,True,S,16.450000,2,65.100000,4926.000000,0.089250,75.651435
I405_S,1,L405S-132,2025-09-05T06:15:00-07:00,2025-09-05,06:15,375,True,S,15.715000,3,64.800000,5980.000000,0.097933,92.156145
I405_S,2,L405S-115,2025-09-05T06:15:00-07:00,2025-09-05,06:15,375,True,S,16.290000,1,65.400000,6072.000000,0.088300,92.844037
I405_S,3,L405S-114,2025-09-05T06:15:00-07:00,2025-09-05,06:15,375,True,S,16.450000,2,64.400000,5358.000000,0.095450,83.183242
I405_S,1,L405S-132,2025-09-05T06:20:00-07:00,2025-09-05,06:20,380,True,S,15.715000,3,64.200000,6548.000000,0.106100,101.718152
I405_S,2,L405S-115,2025-09-05T06:20:00-07:00,2025-09-05,06:20,380,True,S,16.290000,1,64.500000,6756.000000,0.099700,104.744186
I405_S,3,L405S-114,2025-09-05T06:20:00-07:00,2025-09-05,06:20,380,True,S,16.450000,2,64.200000,5640.000000,0.102550,87.831094
I405_S,1,L405S-132,2025-09-05T06:25:00-07:00,2025-09-05,06:25,385,True,S,15.715000,3,63.033333,6976.000000,0.114633,110.509405
I405_S,2,L405S-115,2025-09-05T06:25:00-07:00,2025-09-05,06:25,385,True,S,16.290000,1,63.800000,7080.000000,0.105000,110.971787
I405_S,3,L405S-114,2025-09-05T06:25:00-07:00,2025-09-05,06:25,385,True,S,16.450000,2,63.400000,6108.000000,0.111650,96.289339
I405_S,1,L405S-132,2025-09-05T06:30:00-07:00,2025-09-05,06:30,390,True,S,15.715000,3,60.200000,7644.000000,0.136167,126.907520
I405_S,2,L405S-115,2025-09-05T06:30:00-07:00,2025-09-05,06:30,390,True,S,16.290000,1,61.800000,7968.000000,0.124100,128.932039
I405_S,3,L405S-114,2025-09-05T06:30:00-07:00,2025-09-05,06:30,390,True,S,16.450000,2,61.650000,7098.000000,0.133400,115.063637
I405_S,1,L405S-132,2025-09-05T06:35:00-07:00,2025-09-05,06:35,395,True,S,15.715000,3,58.366667,8168.000000,0.150933,140.164501
I405_S,2,L405S-115,2025-09-05T06:35:00-07:00,2025-09-05,06:35,395,True,S,16.290000,1,60.400000,8160.000000,0.128000,135.099338
I405_S,3,L405S-114,2025-09-05T06:35:00-07:00,2025-09-05,06:35,395,True,S,16.450000,2,60.200000,6882.000000,0.131900,114.296085
I405_S,1,L405S-132,2025-09-05T06:40:00-07:00,2025-09-05,06:40,400,True,S,15.715000,3,55.266667,8072.000000,0.159467,146.477135
I405_S,2,L405S-115,2025-09-05T06:40:00-07:00,2025-09-05,06:40,400,True,S,16.290000,1,54.500000,8124.000000,0.153600,149.064220
I405_S,3,L405S-114,2025-09-05T06:40:00-07:00,2025-09-05,06:40,400,True,S,16.450000,2,56.250000,7002.000000,0.153700,124.419456
I405_S,1,L405S-132,2025-09-05T06:45:00-07:00,2025-09-05,06:45,405,True,S,15.715000,3,50.300000,7304.000000,0.172267,145.864273
I405_S,2,L405S-115,2025-09-05T06:45:00-07:00,2025-09-05,06:45,405,True,S,16.290000,1,45.700000,7092.000000,0.180200,155.185996
I405_S,3,L405S-114,2025-09-05T06:45:00-07:00,2025-09-05,06:45,405,True,S,16.450000,2,49.500000,6252.000000,0.172150,126.153415
I405_S,1,L405S-132,2025-09-05T06:50:00-07:00,2025-09-05,06:50,410,True,S,15.715000,3,45.533333,7384.000000,0.204167,163.525184
I405_S,2,L405S-115,2025-09-05T06:50:00-07:00,2025-09-05,06:50,410,True,S,16.290000,1,39.100000,7212.000000,0.214900,184.450128
I405_S,3,L405S-114,2025-09-05T06:50:00-07:00,2025-09-05,06:50,410,True,S,16.450000,2,44.850000,6480.000000,0.193050,145.207323
I405_S,1,L405S-132,2025-09-05T06:55:00-07:00,2025-09-05,06:55,415,True,S,15.715000,3,42.000000,6696.000000,0.212400,160.654144
I405_S,2,L405S-115,2025-09-05T06:55:00-07:00,2025-09-05,06:55,415,True,S,16.290000,1,29.900000,5880.000000,0.286400,196.655518
I405_S,3,L405S-114,2025-09-05T06:55:00-07:00,2025-09-05,06:55,415,True,S,16.450000,2,38.500000,5652.000000,0.215050,146.297020
I405_S,1,L405S-132,2025-09-05T07:00:00-07:00,2025-09-05,07:00,420,True,S,15.715000,3,41.600000,6972.000000,0.197000,169.388949
I405_S,2,L405S-115,2025-09-05T07:00:00-07:00,2025-09-05,07:00,420,True,S,16.290000,1,28.200000,6372.000000,0.238400,225.957447
I405_S,3,L405S-114,2025-09-05T07:00:00-07:00,2025-09-05,07:00,420,True,S,16.450000,2,36.800000,5940.000000,0.201750,160.879052
I405_S,1,L405S-132,2025-09-05T07:05:00-07:00,2025-09-05,07:05,425,True,S,15.715000,3,43.100000,7468.000000,0.190567,174.643031
I405_S,2,L405S-115,2025-09-05T07:05:00-07:00,2025-09-05,07:05,425,True,S,16.290000,1,28.000000,6720.000000,0.232200,240.000000
I405_S,3,L405S-114,2025-09-05T07:05:00-07:00,2025-09-05,07:05,425,True,S,16.450000,2,35.700000,6288.000000,0.212400,175.902629
I405_S,1,L405S-132,2025-09-05T07:10:00-07:00,2025-09-05,07:10,430,True,S,15.715000,3,41.400000,7400.000000,0.209133,180.718385
I405_S,2,L405S-115,2025-09-05T07:10:00-07:00,2025-09-05,07:10,430,True,S,16.290000,1,28.700000,7092.000000,0.231300,247.108014
I405_S,3,L405S-114,2025-09-05T07:10:00-07:00,2025-09-05,07:10,430,True,S,16.450000,2,38.150000,6060.000000,0.182450,158.681840
I405_S,1,L405S-132,2025-09-05T07:15:00-07:00,2025-09-05,07:15,435,True,S,15.715000,3,41.033333,7072.000000,0.206300,173.868927
I405_S,2,L405S-115,2025-09-05T07:15:00-07:00,2025-09-05,07:15,435,True,S,16.290000,1,27.000000,6492.000000,0.254400,240.444444
I405_S,3,L405S-114,2025-09-05T07:15:00-07:00,2025-09-05,07:15,435,True,S,16.450000,2,35.700000,5964.000000,0.211550,166.672227
I405_S,1,L405S-132,2025-09-05T07:20:00-07:00,2025-09-05,07:20,440,True,S,15.715000,3,40.066667,7172.000000,0.219267,180.551232
I405_S,2,L405S-115,2025-09-05T07:20:00-07:00,2025-09-05,07:20,440,True,S,16.290000,1,24.200000,6132.000000,0.292600,253.388430
I405_S,3,L405S-114,2025-09-05T07:20:00-07:00,2025-09-05,07:20,440,True,S,16.450000,2,34.650000,5802.000000,0.208300,167.198971
I405_S,1,L405S-132,2025-09-05T07:25:00-07:00,2025-09-05,07:25,445,True,S,15.715000,3,40.233333,7092.000000,0.199100,178.121798
I405_S,2,L405S-115,2025-09-05T07:25:00-07:00,2025-09-05,07:25,445,True,S,16.290000,1,28.300000,6540.000000,0.194900,231.095406
I405_S,3,L405S-114,2025-09-05T07:25:00-07:00,2025-09-05,07:25,445,True,S,16.450000,2,36.450000,5808.000000,0.182200,158.933480
I405_S,1,L405S-132,2025-09-05T07:30:00-07:00,2025-09-05,07:30,450,True,S,15.715000,3,39.166667,6840.000000,0.211900,176.804604
I405_S,2,L405S-115,2025-09-05T07:30:00-07:00,2025-09-05,07:30,450,True,S,16.290000,1,26.600000,6156.000000,0.244800,231.428571
I405_S,3,L405S-114,2025-09-05T07:30:00-07:00,2025-09-05,07:30,450,True,S,16.450000,2,36.100000,5874.000000,0.202000,164.133396
I405_S,1,L405S-132,2025-09-05T07:35:00-07:00,2025-09-05,07:35,455,True,S,15.715000,3,37.200000,6572.000000,0.226233,178.756132
I405_S,2,L405S-115,2025-09-05T07:35:00-07:00,2025-09-05,07:35,455,True,S,16.290000,1,24.300000,5700.000000,0.265300,234.567901
I405_S,3,L405S-114,2025-09-05T07:35:00-07:00,2025-09-05,07:35,455,True,S,16.450000,2,36.650000,5238.000000,0.178650,142.749989
I405_S,1,L405S-132,2025-09-05T07:40:00-07:00,2025-09-05,07:40,460,True,S,15.715000,3,37.533333,6844.000000,0.215367,185.998493
I405_S,2,L405S-115,2025-09-05T07:40:00-07:00,2025-09-05,07:40,460,True,S,16.290000,1,25.400000,6756.000000,0.249400,265.984252
I405_S,3,L405S-114,2025-09-05T07:40:00-07:00,2025-09-05,07:40,460,True,S,16.450000,2,36.750000,5820.000000,0.186100,158.740328
I405_S,1,L405S-132,2025-09-05T07:45:00-07:00,2025-09-05,07:45,465,True,S,15.715000,3,37.333333,6684.000000,0.217833,182.260133
I405_S,2,L405S-115,2025-09-05T07:45:00-07:00,2025-09-05,07:45,465,True,S,16.290000,1,24.300000,6228.000000,0.258600,256.296296
I405_S,3,L405S-114,2025-09-05T07:45:00-07:00,2025-09-05,07:45,465,True,S,16.450000,2,35.500000,5724.000000,0.201150,161.909868
I405_S,1,L405S-132,2025-09-05T07:50:00-07:00,2025-09-05,07:50,470,True,S,15.715000,3,40.833333,7032.000000,0.172967,173.667231
I405_S,2,L405S-115,2025-09-05T07:50:00-07:00,2025-09-05,07:50,470,True,S,16.290000,1,28.100000,6036.000000,0.195900,214.804270
I405_S,3,L405S-114,2025-09-05T07:50:00-07:00,2025-09-05,07:50,470,True,S,16.450000,2,40.250000,5250.000000,0.147400,132.712090
I405_S,1,L405S-132,2025-09-05T07:55:00-07:00,2025-09-05,07:55,475,True,S,15.715000,3,45.966667,6908.000000,0.149500,153.571644
I405_S,2,L405S-115,2025-09-05T07:55:00-07:00,2025-09-05,07:55,475,True,S,16.290000,1,45.400000,6108.000000,0.090100,134.537445
I405_S,3,L405S-114,2025-09-05T07:55:00-07:00,2025-09-05,07:55,475,True,S,16.450000,2,51.000000,5226.000000,0.098050,103.176181
I405_S,1,L405S-132,2025-09-05T08:00:00-07:00,2025-09-05,08:00,480,True,S,15.715000,3,47.000000,6268.000000,0.155867,139.369224
I405_S,2,L405S-115,2025-09-05T08:00:00-07:00,2025-09-05,08:00,480,True,S,16.290000,1,55.200000,5952.000000,0.086100,107.826087
I405_S,3,L405S-114,2025-09-05T08:00:00-07:00,2025-09-05,08:00,480,True,S,16.450000,2,57.550000,5232.000000,0.094800,91.115401
I405_S,1,L405S-132,2025-09-05T08:05:00-07:00,2025-09-05,08:05,485,True,S,15.715000,3,51.733333,7064.000000,0.131867,139.422010
I405_S,2,L405S-115,2025-09-05T08:05:00-07:00,2025-09-05,08:05,485,True,S,16.290000,1,59.200000,6972.000000,0.104600,117.770270
I405_S,3,L405S-114,2025-09-05T08:05:00-07:00,2025-09-05,08:05,485,True,S,16.450000,2,60.050000,5688.000000,0.106700,94.851806
I405_S,1,L405S-132,2025-09-05T08:10:00-07:00,2025-09-05,08:10,490,True,S,15.715000,3,53.466667,6680.000000,0.129367,127.345899
I405_S,2,L405S-115,2025-09-05T08:10:00-07:00,2025-09-05,08:10,490,True,S,16.290000,1,61.700000,6528.000000,0.094600,105.802269
I405_S,3,L405S-114,2025-09-05T08:10:00-07:00,2025-09-05,08:10,490,True,S,16.450000,2,62.300000,5856.000000,0.102650,93.981311
I405_S,1,L405S-132,2025-09-05T08:15:00-07:00,2025-09-05,08:15,495,True,S,15.715000,3,57.166667,7068.000000,0.119667,124.409227
I405_S,2,L405S-115,2025-09-05T08:15:00-07:00,2025-09-05,08:15,495,True,S,16.290000,1,62.600000,6996.000000,0.102000,111.757188
I405_S,3,L405S-114,2025-09-05T08:15:00-07:00,2025-09-05,08:15,495,True,S,16.450000,2,62.800000,5922.000000,0.106050,94.244326
I405_S,1,L405S-132,2025-09-05T08:20:00-07:00,2025-09-05,08:20,500,True,S,15.715000,3,59.866667,6856.000000,0.113433,114.788725
I405_S,2,L405S-115,2025-09-05T08:20:00-07:00,2025-09-05,08:20,500,True,S,16.290000,1,63.000000,6636.000000,0.097100,105.333333
I405_S,3,L405S-114,2025-09-05T08:20:00-07:00,2025-09-05,08:20,500,True,S,16.450000,2,63.450000,5940.000000,0.103550,93.506581
I405_S,1,L405S-132,2025-09-05T08:25:00-07:00,2025-09-05,08:25,505,True,S,15.715000,3,61.300000,6860.000000,0.108333,111.909301
I405_S,2,L405S-115,2025-09-05T08:25:00-07:00,2025-09-05,08:25,505,True,S,16.290000,1,63.600000,6864.000000,0.099500,107.924528
I405_S,3,L405S-114,2025-09-05T08:25:00-07:00,2025-09-05,08:25,505,True,S,16.450000,2,63.850000,5550.000000,0.101200,86.960955
I405_S,1,L405S-132,2025-09-05T08:30:00-07:00,2025-09-05,08:30,510,True,S,15.715000,3,61.166667,7380.000000,0.125567,120.667748
I405_S,2,L405S-115,2025-09-05T08:30:00-07:00,2025-09-05,08:30,510,True,S,16.290000,1,63.700000,6696.000000,0.098800,105.117739
I405_S,3,L405S-114,2025-09-05T08:30:00-07:00,2025-09-05,08:30,510,True,S,16.450000,2,64.000000,6012.000000,0.106750,93.856568
I405_S,1,L405S-132,2025-09-05T08:35:00-07:00,2025-09-05,08:35,515,True,S,15.715000,3,60.366667,7236.000000,0.123100,119.860132
I405_S,2,L405S-115,2025-09-05T08:35:00-07:00,2025-09-05,08:35,515,True,S,16.290000,1,63.400000,7320.000000,0.107800,115.457413
I405_S,3,L405S-114,2025-09-05T08:35:00-07:00,2025-09-05,08:35,515,True,S,16.450000,2,63.200000,6306.000000,0.116300,99.785898
I405_S,1,L405S-132,2025-09-05T08:40:00-07:00,2025-09-05,08:40,520,True,S,15.715000,3,52.733333,7068.000000,0.186867,136.457013
I405_S,2,L405S-115,2025-09-05T08:40:00-07:00,2025-09-05,08:40,520,True,S,16.290000,1,62.100000,7104.000000,0.111500,114.396135
I405_S,3,L405S-114,2025-09-05T08:40:00-07:00,2025-09-05,08:40,520,True,S,16.450000,2,60.900000,5964.000000,0.121750,97.877577
I405_S,1,L405S-132,2025-09-05T08:45:00-07:00,2025-09-05,08:45,525,True,S,15.715000,3,50.300000,6876.000000,0.161167,141.895398
I405_S,2,L405S-115,2025-09-05T08:45:00-07:00,2025-09-05,08:45,525,True,S,16.290000,1,60.500000,6432.000000,0.102800,106.314050
I405_S,3,L405S-114,2025-09-05T08:45:00-07:00,2025-09-05,08:45,525,True,S,16.450000,2,60.450000,5544.000000,0.111550,91.968036
I405_S,1,L405S-132,2025-09-05T08:50:00-07:00,2025-09-05,08:50,530,True,S,15.715000,3,49.200000,6856.000000,0.167433,146.999253
I405_S,2,L405S-115,2025-09-05T08:50:00-07:00,2025-09-05,08:50,530,True,S,16.290000,1,61.500000,6180.000000,0.094800,100.487805
I405_S,3,L405S-114,2025-09-05T08:50:00-07:00,2025-09-05,08:50,530,True,S,16.450000,2,61.350000,5088.000000,0.098350,83.133114
I405_S,1,L405S-132,2025-09-05T08:55:00-07:00,2025-09-05,08:55,535,True,S,15.715000,3,54.200000,6264.000000,0.109433,117.786121
I405_S,2,L405S-115,2025-09-05T08:55:00-07:00,2025-09-05,08:55,535,True,S,16.290000,1,62.600000,6144.000000,0.090800,98.146965
I405_S,3,L405S-114,2025-09-05T08:55:00-07:00,2025-09-05,08:55,535,True,S,16.450000,2,62.450000,5274.000000,0.095750,84.431488
I405_S,1,L405S-132,2025-09-05T09:00:00-07:00,2025-09-05,09:00,540,True,S,15.715000,3,58.566667,5816.000000,0.096400,99.751608
I405_S,2,L405S-115,2025-09-05T09:00:00-07:00,2025-09-05,09:00,540,True,S,16.290000,1,64.100000,5772.000000,0.081500,90.046802
I405_S,3,L405S-114,2025-09-05T09:00:00-07:00,2025-09-05,09:00,540,True,S,16.450000,2,64.000000,5022.000000,0.087250,78.452962
I405_S,1,L405S-132,2025-09-05T09:05:00-07:00,2025-09-05,09:05,545,True,S,15.715000,3,61.033333,6068.000000,0.099167,99.577093
I405_S,2,L405S-115,2025-09-05T09:05:00-07:00,2025-09-05,09:05,545,True,S,16.290000,1,64.700000,5760.000000,0.083700,89.026275
I405_S,3,L405S-114,2025-09-05T09:05:00-07:00,2025-09-05,09:05,545,True,S,16.450000,2,64.300000,4962.000000,0.089000,77.123809
I405_S,1,L405S-132,2025-09-05T09:10:00-07:00,2025-09-05,09:10,550,True,S,15.715000,3,61.100000,6540.000000,0.109667,107.116726
I405_S,2,L405S-115,2025-09-05T09:10:00-07:00,2025-09-05,09:10,550,True,S,16.290000,1,64.900000,6276.000000,0.090800,96.702619
I405_S,3,L405S-114,2025-09-05T09:10:00-07:00,2025-09-05,09:10,550,True,S,16.450000,2,64.650000,5370.000000,0.094400,83.030532
I405_S,1,L405S-132,2025-09-05T09:15:00-07:00,2025-09-05,09:15,555,True,S,15.715000,3,61.900000,6264.000000,0.103500,101.179415
I405_S,2,L405S-115,2025-09-05T09:15:00-07:00,2025-09-05,09:15,555,True,S,16.290000,1,64.200000,6180.000000,0.093200,96.261682
I405_S,3,L405S-114,2025-09-05T09:15:00-07:00,2025-09-05,09:15,555,True,S,16.450000,2,64.150000,5268.000000,0.097150,82.105010
I405_S,1,L405S-132,2025-09-05T09:20:00-07:00,2025-09-05,09:20,560,True,S,15.715000,3,62.000000,6272.000000,0.105167,101.108098
I405_S,2,L405S-115,2025-09-05T09:20:00-07:00,2025-09-05,09:20,560,True,S,16.290000,1,63.900000,5820.000000,0.087400,91.079812
I405_S,3,L405S-114,2025-09-05T09:20:00-07:00,2025-09-05,09:20,560,True,S,16.450000,2,63.400000,5070.000000,0.095150,79.910669
I405_S,1,L405S-132,2025-09-05T09:25:00-07:00,2025-09-05,09:25,565,True,S,15.715000,3,60.866667,6708.000000,0.114733,110.206307
I405_S,2,L405S-115,2025-09-05T09:25:00-07:00,2025-09-05,09:25,565,True,S,16.290000,1,63.400000,6684.000000,0.097900,105.425868
I405_S,3,L405S-114,2025-09-05T09:25:00-07:00,2025-09-05,09:25,565,True,S,16.450000,2,62.950000,5814.000000,0.104750,92.317818
I405_S,1,L405S-132,2025-09-05T09:30:00-07:00,2025-09-05,09:30,570,True,S,15.715000,3,61.233333,6720.000000,0.110533,109.653534
I405_S,2,L405S-115,2025-09-05T09:30:00-07:00,2025-09-05,09:30,570,True,S,16.290000,1,62.400000,6552.000000,0.099800,105.000000
I405_S,3,L405S-114,2025-09-05T09:30:00-07:00,2025-09-05,09:30,570,True,S,16.450000,2,62.900000,5484.000000,0.101050,87.186739
I405_S,1,L405S-132,2025-09-05T09:35:00-07:00,2025-09-05,09:35,575,True,S,15.715000,3,60.866667,6344.000000,0.108300,104.161236
I405_S,2,L405S-115,2025-09-05T09:35:00-07:00,2025-09-05,09:35,575,True,S,16.290000,1,62.700000,5844.000000,0.086700,93.205742
I405_S,3,L405S-114,2025-09-05T09:35:00-07:00,2025-09-05,09:35,575,True,S,16.450000,2,62.600000,4986.000000,0.092200,79.597301
I405_S,1,L405S-132,2025-09-05T09:40:00-07:00,2025-09-05,09:40,580,True,S,15.715000,3,60.100000,6756.000000,0.117733,112.388802
I405_S,2,L405S-115,2025-09-05T09:40:00-07:00,2025-09-05,09:40,580,True,S,16.290000,1,62.900000,6840.000000,0.102600,108.744038
I405_S,3,L405S-114,2025-09-05T09:40:00-07:00,2025-09-05,09:40,580,True,S,16.450000,2,63.100000,5874.000000,0.107100,93.049509
I405_S,1,L405S-132,2025-09-05T09:45:00-07:00,2025-09-05,09:45,585,True,S,15.715000,3,60.433333,6788.000000,0.115900,112.333287
I405_S,2,L405S-115,2025-09-05T09:45:00-07:00,2025-09-05,09:45,585,True,S,16.290000,1,63.100000,6648.000000,0.098900,105.356577
I405_S,3,L405S-114,2025-09-05T09:45:00-07:00,2025-09-05,09:45,585,True,S,16.450000,2,63.100000,5532.000000,0.101100,87.656636
I405_S,1,L405S-132,2025-09-05T09:50:00-07:00,2025-09-05,09:50,590,True,S,15.715000,3,60.666667,6604.000000,0.111700,108.990725
I405_S,2,L405S-115,2025-09-05T09:50:00-07:00,2025-09-05,09:50,590,True,S,16.290000,1,63.900000,5916.000000,0.085400,92.582160
I405_S,3,L405S-114,2025-09-05T09:50:00-07:00,2025-09-05,09:50,590,True,S,16.450000,2,64.150000,5010.000000,0.088350,78.062478
I405_S,1,L405S-132,2025-09-05T09:55:00-07:00,2025-09-05,09:55,595,True,S,15.715000,3,62.500000,6304.000000,0.099133,100.803062
I405_S,2,L405S-115,2025-09-05T09:55:00-07:00,2025-09-05,09:55,595,True,S,16.290000,1,64.300000,6120.000000,0.088400,95.178849
I405_S,3,L405S-114,2025-09-05T09:55:00-07:00,2025-09-05,09:55,595,True,S,16.450000,2,63.900000,5232.000000,0.094600,81.830812
I405_S,1,L405S-132,2025-09-05T10:00:00-07:00,2025-09-05,10:00,600,False,S,15.715000,3,62.233333,5904.000000,0.101467,94.759352
I405_S,2,L405S-115,2025-09-05T10:00:00-07:00,2025-09-05,10:00,600,False,S,16.290000,1,64.000000,5604.000000,0.083100,87.562500
I405_S,3,L405S-114,2025-09-05T10:00:00-07:00,2025-09-05,10:00,600,False,S,16.450000,2,63.750000,4704.000000,0.085800,73.759437
I405_S,1,L405S-132,2025-09-05T10:05:00-07:00,2025-09-05,10:05,605,False,S,15.715000,3,62.033333,5996.000000,0.103233,96.482277
I405_S,2,L405S-115,2025-09-05T10:05:00-07:00,2025-09-05,10:05,605,False,S,16.290000,1,63.000000,6156.000000,0.093700,97.714286
I405_S,3,L405S-114,2025-09-05T10:05:00-07:00,2025-09-05,10:05,605,False,S,16.450000,2,64.000000,5232.000000,0.095200,81.728977
I405_S,1,L405S-132,2025-09-05T10:10:00-07:00,2025-09-05,10:10,610,False,S,15.715000,3,62.833333,6160.000000,0.099367,97.894753
I405_S,2,L405S-115,2025-09-05T10:10:00-07:00,2025-09-05,10:10,610,False,S,16.290000,1,64.100000,5592.000000,0.080300,87.238690
I405_S,3,L405S-114,2025-09-05T10:10:00-07:00,2025-09-05,10:10,610,False,S,16.450000,2,64.150000,4626.000000,0.084200,72.090649
I405_S,1,L405S-132,2025-09-05T10:15:00-07:00,2025-09-05,10:15,615,False,S,15.715000,3,62.600000,6148.000000,0.103267,98.032660
I405_S,2,L405S-115,2025-09-05T10:15:00-07:00,2025-09-05,10:15,615,False,S,16.290000,1,63.400000,5976.000000,0.091400,94.258675
I405_S,3,L405S-114,2025-09-05T10:15:00-07:00,2025-09-05,10:15,615,False,S,16.450000,2,63.450000,5244.000000,0.098050,82.626634
I405_S,1,L405S-132,2025-09-05T10:20:00-07:00,2025-09-05,10:20,620,False,S,15.715000,3,60.266667,6968.000000,0.125567,115.579633
I405_S,2,L405S-115,2025-09-05T10:20:00-07:00,2025-09-05,10:20,620,False,S,16.290000,1,62.000000,7008.000000,0.109500,113.032258
I405_S,3,L405S-114,2025-09-05T10:20:00-07:00,2025-09-05,10:20,620,False,S,16.450000,2,62.350000,5922.000000,0.112650,94.954451
I405_S,1,L405S-132,2025-09-05T10:25:00-07:00,2025-09-05,10:25,625,False,S,15.715000,3,61.566667,6332.000000,0.105767,102.704838
I405_S,2,L405S-115,2025-09-05T10:25:00-07:00,2025-09-05,10:25,625,False,S,16.290000,1,63.100000,5928.000000,0.088700,93.946117
I405_S,3,L405S-114,2025-09-05T10:25:00-07:00,2025-09-05,10:25,625,False,S,16.450000,2,62.700000,5094.000000,0.096000,81.232227
I405_S,1,L405S-132,2025-09-08T05:30:00-07:00,2025-09-08,05:30,330,False,S,15.715000,3,63.900000,4180.000000,0.066233,65.331298
I405_S,2,L405S-115,2025-09-08T05:30:00-07:00,2025-09-08,05:30,330,False,S,16.290000,1,61.900000,3792.000000,0.056700,61.260097
I405_S,3,L405S-114,2025-09-08T05:30:00-07:00,2025-09-08,05:30,330,False,S,16.450000,2,63.250000,3330.000000,0.058300,52.638810
I405_S,1,L405S-132,2025-09-08T05:35:00-07:00,2025-09-08,05:35,335,False,S,15.715000,3,64.233333,4808.000000,0.076367,74.631917
I405_S,2,L405S-115,2025-09-08T05:35:00-07:00,2025-09-08,05:35,335,False,S,16.290000,1,62.600000,4224.000000,0.064900,67.476038
