corridor_period,tmc_code,date_local,tti,P_0.75,P_0.50,P_0.25,road_order,vf_mph
I-95 SB PM,110N04148,2025-10-31,1.6719826720601316,3.833333333333333,1.8333333333333333,0.25,870.0,70.6
I-95 SB PM,110N04149,2025-10-01,1.7786825449349275,2.5,2.0,0.9166666666666666,868.0,71.1995
I-95 SB PM,110N04149,2025-10-02,1.0590077414831776,0.0,0.0,0.0,868.0,71.1995
I-95 SB PM,110N04149,2025-10-03,1.0735627234838994,0.0,0.0,0.0,868.0,71.1995
I-95 SB PM,110N04149,2025-10-06,1.458685422408109,3.333333333333333,1.4166666666666665,0.0,868.0,71.1995
I-95 SB PM,110N04149,2025-10-07,1.1163777435298183,0.5833333333333333,0.0,0.0,868.0,71.1995
I-95 SB PM,110N04149,2025-10-08,1.051252167132428,0.0,0.0,0.0,868.0,71.1995
I-95 SB PM,110N04149,2025-10-09,1.6974083753688534,4.5,2.75,0.0,868.0,71.1995
I-95 SB PM,110N04149,2025-10-10,1.3187663618610235,2.1666666666666665,0.6666666666666666,0.0,868.0,71.1995
I-95 SB PM,110N04149,2025-10-13,1.0466838151176028,0.0,0.0,0.0,868.0,71.1995
I-95 SB PM,110N04149,2025-10-14,1.2947559535970592,2.0,0.8333333333333333,0.0,868.0,71.1995
I-95 SB PM,110N04149,2025-10-15,1.1736415048319284,1.1666666666666665,0.16666666666666666,0.0,868.0,71.1995
I-95 SB PM,110N04149,2025-10-16,1.6522560589432564,3.083333333333333,2.083333333333333,0.25,868.0,71.1995
I-95 SB PM,110N04149,2025-10-17,1.235792340382456,1.6666666666666665,0.5,0.0,868.0,71.1995
I-95 SB PM,110N04149,2025-10-20,1.1364572442461427,0.6666666666666666,0.08333333333333333,0.0,868.0,71.1995
I-95 SB PM,110N04149,2025-10-21,1.7467040808311518,2.1666666666666665,1.5833333333333333,0.6666666666666666,868.0,71.1995
I-95 SB PM,110N04149,2025-10-22,1.3007054352907848,1.5,1.0,0.0,868.0,71.1995
I-95 SB PM,110N04149,2025-10-23,2.3222101939545845,4.416666666666666,3.583333333333333,1.9166666666666665,868.0,71.1995
I-95 SB PM,110N04149,2025-10-24,1.9327316245046113,4.75,3.1666666666666665,0.9166666666666666,868.0,71.1995
I-95 SB PM,110N04149,2025-10-27,1.219537506469241,1.6666666666666665,0.6666666666666666,0.0,868.0,71.1995
I-95 SB PM,110N04149,2025-10-28,1.0769624273088856,0.41666666666666663,0.0,0.0,868.0,71.1995
I-95 SB PM,110N04149,2025-10-29,1.6057226128387585,2.4166666666666665,1.75,0.5,868.0,71.1995
I-95 SB PM,110N04149,2025-10-30,1.076643705075293,0.0,0.0,0.0,868.0,71.1995
I-95 SB PM,110N04149,2025-10-31,1.629201817380069,3.1666666666666665,2.9166666666666665,0.0,868.0,71.1995
I-95 SB PM,110N04150,2025-10-01,1.1334905287686514,0.5,0.25,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-02,1.0788023193697087,0.0,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-03,1.0853373884173814,0.0,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-06,1.1018470365378166,0.16666666666666666,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-07,1.0767386133546544,0.0,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-08,1.0736430543320727,0.0,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-09,1.0832736824023268,0.0,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-10,1.0994393795202533,0.0,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-13,1.0545537736928192,0.0,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-14,1.0739870053345817,0.0,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-15,1.075018858342109,0.0,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-16,1.0996113550215079,0.25,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-17,1.086885167928672,0.0,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-20,1.0745029318383454,0.0,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-21,1.1699493350346135,0.5833333333333333,0.3333333333333333,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-22,1.080178123379745,0.0,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-23,1.4795052372927795,2.083333333333333,1.3333333333333333,0.08333333333333333,866.0,70.0
I-95 SB PM,110N04150,2025-10-24,1.133318553267397,0.75,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-27,1.0760507113496363,0.0,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-28,1.0691716912994547,0.0,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-29,1.1457007893577236,0.41666666666666663,0.25,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-30,1.0886049229412176,0.0,0.0,0.0,866.0,70.0
I-95 SB PM,110N04150,2025-10-31,1.1114776646080708,0.16666666666666666,0.0,0.0,866.0,70.0
I-95 SB PM,110N04151,2025-10-01,1.1005752972148029,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-02,1.1007600504961885,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-03,1.092815659396602,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-06,1.100390543933417,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-07,1.10242283002866,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-08,1.088012074080573,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-09,1.1066721555005317,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-10,1.105933142374989,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-13,1.0767421239160435,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-14,1.1035313497169745,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-15,1.0950326987732308,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-16,1.0915223864269017,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-17,1.1044551161239031,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-20,1.0878273207991873,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-21,1.112030000660718,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-22,1.1053788825308317,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-23,1.2849590720377628,1.0833333333333333,0.8333333333333333,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-24,1.0981735045567882,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-27,1.2570613265485173,1.8333333333333333,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-28,1.0978039979940168,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-29,1.129212055829591,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-30,1.1144317933187327,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04151,2025-10-31,1.1172030925395187,0.0,0.0,0.0,864.0,68.22850000000001
I-95 SB PM,110N04152,2025-10-01,4.433260182273548,9.0,9.0,7.416666666666666,862.0,68.0
I-95 SB PM,110N04152,2025-10-02,4.774382411765093,9.0,9.0,8.333333333333332,862.0,68.0
I-95 SB PM,110N04152,2025-10-03,4.8970117719495905,9.0,9.0,8.833333333333332,862.0,68.0
I-95 SB PM,110N04152,2025-10-06,5.285970841636945,8.416666666666666,8.333333333333332,8.0,862.0,68.0
I-95 SB PM,110N04152,2025-10-07,4.252353401691776,8.333333333333332,8.25,7.166666666666666,862.0,68.0
I-95 SB PM,110N04152,2025-10-08,4.601068780420753,9.0,9.0,7.166666666666666,862.0,68.0
I-95 SB PM,110N04152,2025-10-09,4.662193631782065,9.0,9.0,7.75,862.0,68.0
I-95 SB PM,110N04152,2025-10-10,4.860184998148054,9.0,9.0,8.333333333333332,862.0,68.0
I-95 SB PM,110N04152,2025-10-13,5.0750711215673245,8.916666666666666,8.833333333333332,8.416666666666666,862.0,68.0
I-95 SB PM,110N04152,2025-10-14,4.5868316256005714,9.0,8.833333333333332,8.0,862.0,68.0
I-95 SB PM,110N04152,2025-10-15,5.331719565792461,8.833333333333332,8.833333333333332,8.416666666666666,862.0,68.0
I-95 SB PM,110N04152,2025-10-16,5.395122361925003,8.75,8.583333333333332,7.916666666666666,862.0,68.0
I-95 SB PM,110N04152,2025-10-17,4.824497196732133,9.0,9.0,9.0,862.0,68.0
I-95 SB PM,110N04152,2025-10-20,4.192747180177951,8.583333333333332,8.166666666666666,7.0,862.0,68.0
I-95 SB PM,110N04152,2025-10-21,4.002918449242199,8.25,7.666666666666666,5.833333333333333,862.0,68.0
I-95 SB PM,110N04152,2025-10-22,4.137696848206582,8.25,8.166666666666666,6.416666666666666,862.0,68.0
I-95 SB PM,110N04152,2025-10-23,4.993824424726823,8.75,8.5,6.666666666666666,862.0,68.0
I-95 SB PM,110N04152,2025-10-24,4.590058714026479,9.0,9.0,7.916666666666666,862.0,68.0
I-95 SB PM,110N04152,2025-10-27,4.246278882301833,8.166666666666666,8.166666666666666,7.0,862.0,68.0
I-95 SB PM,110N04152,2025-10-28,3.97292550975435,8.0,7.583333333333333,6.333333333333333,862.0,68.0
I-95 SB PM,110N04152,2025-10-29,4.486602055666494,8.75,8.666666666666666,7.5,862.0,68.0
I-95 SB PM,110N04152,2025-10-30,4.347267767159653,8.833333333333332,8.75,7.083333333333333,862.0,68.0
I-95 SB PM,110N04152,2025-10-31,4.349925369392753,8.416666666666666,8.083333333333332,7.416666666666666,862.0,68.0
I-95 SB PM,110N04153,2025-10-01,5.5702991252174945,8.25,8.25,6.75,860.0,68.0
I-95 SB PM,110N04153,2025-10-02,5.880325875644503,8.75,8.5,7.5,860.0,68.0
I-95 SB PM,110N04153,2025-10-03,6.222239560644383,9.0,8.833333333333332,8.083333333333332,860.0,68.0
I-95 SB PM,110N04153,2025-10-06,6.989401692427031,8.166666666666666,8.083333333333332,7.916666666666666,860.0,68.0
I-95 SB PM,110N04153,2025-10-07,4.979319005885804,7.916666666666666,6.75,5.333333333333333,860.0,68.0
I-95 SB PM,110N04153,2025-10-08,5.186584080609478,8.0,7.583333333333333,6.0,860.0,68.0
I-95 SB PM,110N04153,2025-10-09,5.78640679524289,9.0,8.75,6.916666666666666,860.0,68.0
I-95 SB PM,110N04153,2025-10-10,6.511633588700708,9.0,8.75,8.333333333333332,860.0,68.0
I-95 SB PM,110N04153,2025-10-13,4.757048314892542,8.75,8.166666666666666,6.25,860.0,68.0
I-95 SB PM,110N04153,2025-10-14,4.72810891208691,8.666666666666666,8.333333333333332,6.583333333333333,860.0,68.0
I-95 SB PM,110N04153,2025-10-15,6.72318598235855,8.583333333333332,8.5,8.416666666666666,860.0,68.0
I-95 SB PM,110N04153,2025-10-16,6.652579198661475,8.25,8.083333333333332,7.916666666666666,860.0,68.0
I-95 SB PM,110N04153,2025-10-17,6.248231431682775,9.0,9.0,8.583333333333332,860.0,68.0
I-95 SB PM,110N04153,2025-10-20,4.565592728738612,7.583333333333333,6.666666666666666,5.25,860.0,68.0
I-95 SB PM,110N04153,2025-10-21,4.455194266183792,6.0,5.583333333333333,5.083333333333333,860.0,68.0
I-95 SB PM,110N04153,2025-10-22,4.83113854522363,6.75,6.333333333333333,5.666666666666666,860.0,68.0
I-95 SB PM,110N04153,2025-10-23,5.276617778227001,7.75,7.083333333333333,6.0,860.0,68.0
I-95 SB PM,110N04153,2025-10-24,5.720221309196675,8.833333333333332,8.666666666666666,7.083333333333333,860.0,68.0
I-95 SB PM,110N04153,2025-10-27,5.213111866514641,8.0,7.5,6.166666666666666,860.0,68.0
I-95 SB PM,110N04153,2025-10-28,4.791346866365886,7.25,6.833333333333333,5.333333333333333,860.0,68.0
I-95 SB PM,110N04153,2025-10-29,5.473700470482027,7.916666666666666,7.583333333333333,6.416666666666666,860.0,68.0
I-95 SB PM,110N04153,2025-10-30,4.52392534784717,8.25,7.166666666666666,4.75,860.0,68.0
I-95 SB PM,110N04153,2025-10-31,5.188727740076562,7.333333333333333,7.166666666666666,6.166666666666666,860.0,68.0
I-95 SB PM,110N04154,2025-10-01,2.210464740055397,6.416666666666666,4.25,0.75,858.0,69.3995
I-95 SB PM,110N04154,2025-10-02,2.4213280586739896,5.333333333333333,4.833333333333333,0.75,858.0,69.3995
I-95 SB PM,110N04154,2025-10-03,2.227436665700308,5.916666666666666,4.666666666666666,0.3333333333333333,858.0,69.3995
I-95 SB PM,110N04154,2025-10-06,3.6983368882592735,7.666666666666666,7.5,4.916666666666666,858.0,69.3995
I-95 SB PM,110N04154,2025-10-07,2.256237509218945,4.166666666666666,4.083333333333333,1.1666666666666665,858.0,69.3995
I-95 SB PM,110N04154,2025-10-08,2.240808485905389,4.75,4.333333333333333,1.1666666666666665,858.0,69.3995
I-95 SB PM,110N04154,2025-10-09,2.2130362439409894,5.25,4.833333333333333,0.3333333333333333,858.0,69.3995
I-95 SB PM,110N04154,2025-10-10,2.4665865270604193,6.583333333333333,5.583333333333333,0.6666666666666666,858.0,69.3995
I-95 SB PM,110N04154,2025-10-13,1.0892890459370241,0.08333333333333333,0.0,0.0,858.0,69.3995
I-95 SB PM,110N04154,2025-10-14,3.0446606005416355,7.25,6.333333333333333,2.083333333333333,858.0,69.3995
I-95 SB PM,110N04154,2025-10-15,2.995802026715376,7.25,6.083333333333333,2.75,858.0,69.3995
I-95 SB PM,110N04154,2025-10-16,4.208008958383726,8.833333333333332,8.0,3.75,858.0,69.3995
I-95 SB PM,110N04154,2025-10-17,2.2171506501579374,5.333333333333333,4.666666666666666,0.6666666666666666,858.0,69.3995
I-95 SB PM,110N04154,2025-10-20,2.040231182829167,4.333333333333333,3.6666666666666665,0.75,858.0,69.3995
I-95 SB PM,110N04154,2025-10-21,2.2284652672545446,4.333333333333333,3.75,1.4166666666666665,858.0,69.3995
I-95 SB PM,110N04154,2025-10-22,2.322582309467234,4.5,4.25,1.5,858.0,69.3995
I-95 SB PM,110N04154,2025-10-23,3.4103284530729026,6.083333333333333,5.583333333333333,3.1666666666666665,858.0,69.3995
I-95 SB PM,110N04154,2025-10-24,1.6503911937733293,3.833333333333333,2.6666666666666665,0.16666666666666666,858.0,69.3995
I-95 SB PM,110N04154,2025-10-27,2.5015589799044786,4.75,4.666666666666666,1.9166666666666665,858.0,69.3995
I-95 SB PM,110N04154,2025-10-28,2.4110420431316197,4.583333333333333,3.75,2.25,858.0,69.3995
I-95 SB PM,110N04154,2025-10-29,2.670249634799353,5.666666666666666,5.25,1.9166666666666665,858.0,69.3995
I-95 SB PM,110N04154,2025-10-30,1.7131358885817884,3.083333333333333,2.6666666666666665,0.3333333333333333,858.0,69.3995
I-95 SB PM,110N04154,2025-10-31,2.4645293239519455,4.666666666666666,4.25,1.75,858.0,69.3995
I-95 SB PM,110N04155,2025-10-01,1.2579932900973292,0.8333333333333333,0.41666666666666663,0.0,856.0,69.38
I-95 SB PM,110N04155,2025-10-02,1.1703785472780088,0.5,0.0,0.0,856.0,69.38
I-95 SB PM,110N04155,2025-10-03,1.162489863537572,0.08333333333333333,0.0,0.0,856.0,69.38
I-95 SB PM,110N04155,2025-10-06,2.080934064126309,5.0,4.0,0.0,856.0,69.38
I-95 SB PM,110N04155,2025-10-07,1.6695475992792703,2.6666666666666665,2.4166666666666665,0.0,856.0,69.38
I-95 SB PM,110N04155,2025-10-08,1.4320478653916493,2.4166666666666665,1.5,0.0,856.0,69.38
I-95 SB PM,110N04155,2025-10-09,1.1634969295469892,0.0,0.0,0.0,856.0,69.38
I-95 SB PM,110N04155,2025-10-10,1.3375515048413096,1.4166666666666665,0.5,0.16666666666666666,856.0,69.38
I-95 SB PM,110N04155,2025-10-13,1.1092832093733487,0.0,0.0,0.0,856.0,69.38
I-95 SB PM,110N04155,2025-10-14,2.1774445566954834,5.083333333333333,4.333333333333333,1.0833333333333333,856.0,69.38
I-95 SB PM,110N04155,2025-10-15,1.7345033568866977,3.333333333333333,2.583333333333333,0.16666666666666666,856.0,69.38
I-95 SB PM,110N04155,2025-10-16,2.546869937816794,5.916666666666666,5.083333333333333,1.3333333333333333,856.0,69.38
I-95 SB PM,110N04155,2025-10-17,1.2573219127577173,1.5,0.3333333333333333,0.0,856.0,69.38
I-95 SB PM,110N04155,2025-10-20,1.3264737787377174,1.75,0.8333333333333333,0.0,856.0,69.38
I-95 SB PM,110N04155,2025-10-21,1.5706872860214551,2.9166666666666665,2.083333333333333,0.0,856.0,69.38
I-95 SB PM,110N04155,2025-10-22,1.8014732465129597,2.833333333333333,2.333333333333333,0.6666666666666666,856.0,69.38
I-95 SB PM,110N04155,2025-10-23,1.9730101567837364,3.1666666666666665,2.4166666666666665,1.1666666666666665,856.0,69.38
I-95 SB PM,110N04155,2025-10-24,1.1438591423633486,0.0,0.0,0.0,856.0,69.38
I-95 SB PM,110N04155,2025-10-27,1.6410140623457754,3.083333333333333,2.583333333333333,0.0,856.0,69.38
I-95 SB PM,110N04155,2025-10-28,1.7271182061509696,3.25,2.0,0.41666666666666663,856.0,69.38
I-95 SB PM,110N04155,2025-10-29,1.7197330554152412,2.75,2.1666666666666665,0.3333333333333333,856.0,69.38
I-95 SB PM,110N04155,2025-10-30,1.127578241877766,0.0,0.0,0.0,856.0,69.38
I-95 SB PM,110N04155,2025-10-31,1.634300288949659,3.833333333333333,2.083333333333333,0.0,856.0,69.38
I-95 SB PM,110N04156,2025-10-01,1.2302856484349416,2.083333333333333,0.16666666666666666,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-02,1.209073826910201,1.0833333333333333,0.0,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-03,1.22059282932761,1.6666666666666665,0.0,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-06,1.48721559259885,3.333333333333333,1.5833333333333333,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-07,1.4077063807908827,3.25,1.0,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-08,1.2249475741439475,1.25,0.0,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-09,1.211040485859515,1.0,0.0,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-10,1.301085370610234,2.833333333333333,0.25,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-13,1.126895577956737,0.0,0.0,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-14,1.6316245497341686,4.583333333333333,2.583333333333333,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-15,1.517698806313212,5.0,0.3333333333333333,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-16,1.770976383856966,4.583333333333333,2.75,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-17,1.2505141404850253,2.25,0.0,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-20,1.2144119012011958,1.0,0.0,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-21,1.3072662987366486,2.6666666666666665,0.25,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-22,1.4988750706554954,3.1666666666666665,1.5,0.16666666666666666,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-23,1.3970302322088943,2.25,1.0,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-24,1.2021905205876033,1.0833333333333333,0.0,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-27,1.304737737230388,2.4166666666666665,0.41666666666666663,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-28,1.325247180558945,3.083333333333333,0.5833333333333333,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-29,1.3706208120323962,2.833333333333333,1.0833333333333333,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-30,1.1717073068732413,0.16666666666666666,0.0,0.0,854.0,67.34949999999999
I-95 SB PM,110N04156,2025-10-31,1.7042504552195379,4.583333333333333,1.25,0.41666666666666663,854.0,67.34949999999999
I-95 SB PM,110N04157,2025-10-01,1.515554815485067,3.833333333333333,1.8333333333333333,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-02,1.9581187827097188,4.666666666666666,4.083333333333333,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-03,1.4587423968230029,2.4166666666666665,1.75,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-06,1.5081548786005123,2.833333333333333,1.75,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-07,1.4413167389980839,2.833333333333333,1.5,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-08,1.2381765361349886,1.0833333333333333,0.6666666666666666,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-09,1.597431536498042,3.083333333333333,2.583333333333333,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-10,1.510541955014885,3.5,1.9166666666666665,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-13,1.1002035193842612,0.0,0.0,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-14,1.8583389885889505,3.75,3.5,0.16666666666666666,852.0,68.38
I-95 SB PM,110N04157,2025-10-15,2.381586138619391,5.166666666666666,4.833333333333333,1.9166666666666665,852.0,68.38
I-95 SB PM,110N04157,2025-10-16,1.5723672341471315,3.1666666666666665,2.1666666666666665,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-17,1.6019669816853497,3.75,2.75,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-20,1.1562998151220136,0.5,0.0,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-21,1.4274716957947238,3.333333333333333,1.1666666666666665,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-22,1.6888565631685069,3.5,2.583333333333333,0.25,852.0,68.38
I-95 SB PM,110N04157,2025-10-23,1.6984048688259967,3.4166666666666665,2.75,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-24,1.4138653602328006,2.5,1.75,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-27,1.2572731474499683,1.3333333333333333,0.5833333333333333,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-28,1.4339168021135296,2.0,1.6666666666666665,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-29,1.6377731279009362,2.833333333333333,2.5,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-30,1.7210820947625347,3.583333333333333,3.0,0.0,852.0,68.38
I-95 SB PM,110N04157,2025-10-31,2.3314575339175696,5.0,4.416666666666666,0.8333333333333333,852.0,68.38
I-95 SB PM,110N04158,2025-10-01,1.9962731839879608,3.6666666666666665,2.833333333333333,1.4166666666666665,850.001,68.17
I-95 SB PM,110N04158,2025-10-02,2.3291840154669483,4.583333333333333,3.833333333333333,2.1666666666666665,850.001,68.17
I-95 SB PM,110N04158,2025-10-03,1.4826052781379242,1.6666666666666665,1.3333333333333333,0.0,850.001,68.17
I-95 SB PM,110N04158,2025-10-06,1.2561623498049617,1.5,0.6666666666666666,0.0,850.001,68.17
I-95 SB PM,110N04158,2025-10-07,1.2557650815096404,1.0833333333333333,0.75,0.0,850.001,68.17
I-95 SB PM,110N04158,2025-10-08,1.1463176661487087,0.41666666666666663,0.08333333333333333,0.0,850.001,68.17
I-95 SB PM,110N04158,2025-10-09,1.6981233283495596,2.5,2.1666666666666665,0.5,850.001,68.17
I-95 SB PM,110N04158,2025-10-10,1.4216245948061528,2.25,1.0833333333333333,0.0,850.001,68.17
I-95 SB PM,110N04158,2025-10-13,1.086926055998221,0.0,0.0,0.0,850.001,68.17
I-95 SB PM,110N04158,2025-10-14,1.8033994266096216,3.4166666666666665,2.1666666666666665,0.8333333333333333,850.001,68.17
I-95 SB PM,110N04158,2025-10-15,2.3583832351730405,5.583333333333333,4.583333333333333,1.4166666666666665,850.001,68.17
I-95 SB PM,110N04158,2025-10-16,1.3969939604962516,1.8333333333333333,1.0833333333333333,0.0,850.001,68.17
I-95 SB PM,110N04158,2025-10-17,1.556099912772307,2.75,1.9166666666666665,0.0,850.001,68.17
I-95 SB PM,110N04158,2025-10-20,1.116721178147295,0.0,0.0,0.0,850.001,68.17
I-95 SB PM,110N04158,2025-10-21,1.6534306451259486,1.8333333333333333,1.1666666666666665,0.75,850.001,68.17
I-95 SB PM,110N04158,2025-10-22,1.5515313273761155,2.4166666666666665,1.5833333333333333,0.0,850.001,68.17
I-95 SB PM,110N04158,2025-10-23,1.8274341584765412,2.333333333333333,2.0,1.1666666666666665,850.001,68.17
I-95 SB PM,110N04158,2025-10-24,1.2368948374818938,1.5833333333333333,0.5,0.0,850.001,68.17
I-95 SB PM,110N04158,2025-10-27,1.134002348993758,0.16666666666666666,0.0,0.0,850.001,68.17
I-95 SB PM,110N04158,2025-10-28,1.3439586430708996,1.6666666666666665,1.0,0.0,850.001,68.17
I-95 SB PM,110N04158,2025-10-29,1.599998059405276,2.6666666666666665,2.25,0.0,850.001,68.17
I-95 SB PM,110N04158,2025-10-30,1.8133311339926461,2.9166666666666665,2.5,0.41666666666666663,850.001,68.17
I-95 SB PM,110N04158,2025-10-31,2.21338030738088,4.416666666666666,3.25,1.1666666666666665,850.001,68.17
