corridor_period,tmc_code,date_local,tti,P_0.75,P_0.50,P_0.25,road_order,vf_mph
I-95 NB AM,110+04147,2025-10-01,1.0571912062850763,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-02,1.0470269571188908,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-03,1.0364255359455576,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-06,1.083421526713942,0.25,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-07,1.0492128171546298,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-08,1.0536938302278942,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-09,1.05205443520109,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-10,1.041234428024183,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-13,1.0324909878812278,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-14,1.076208188596004,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-15,1.050524333176073,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-16,1.0623279773690626,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-17,1.0419994790366915,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-20,1.0385021029795096,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-21,1.0381742239741487,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-22,1.0405786700134616,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-23,1.0370812939562792,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-24,1.04134372102597,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-27,1.054021709233255,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-28,1.0492128171546298,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-29,1.0529287792153859,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04147,2025-10-30,3.2314661838344727,2.333333333333333,2.083333333333333,1.3333333333333333,653.0,72.0
I-95 NB AM,110+04147,2025-10-31,1.035879070936623,0.0,0.0,0.0,653.0,72.0
I-95 NB AM,110+04148,2025-10-01,1.0788336242785348,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-02,1.064659608156351,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-03,1.0657653824637554,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-06,1.0601359859896966,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-07,1.2624926842446997,1.0,0.5,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-08,1.0749131517341008,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-09,1.1165304756673207,0.25,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-10,1.0604375608008072,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-13,1.0458614449304764,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-14,1.1059753572784605,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-15,1.0724000283081818,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-16,1.0771247003489097,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-17,1.06345330891191,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-20,1.057522337626741,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-21,1.0593317864934026,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-22,1.062247009667469,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-23,1.0581254872489616,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-24,1.0615433351082115,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-27,1.0699874298192995,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-28,1.071997928560035,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-29,1.0716963537489244,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04148,2025-10-30,2.6407900959557495,2.583333333333333,1.4166666666666665,1.25,655.0,71.59
I-95 NB AM,110+04148,2025-10-31,1.0566176131934102,0.0,0.0,0.0,655.0,71.59
I-95 NB AM,110+04149,2025-10-01,1.0918486002606307,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-02,1.0706882450835724,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-03,1.0686944122249438,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-06,1.1255508072903535,0.41666666666666663,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-07,2.810982744721423,2.833333333333333,2.0,1.5833333333333333,657.0,70.4
I-95 NB AM,110+04149,2025-10-08,1.088568423622242,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-09,1.13314023559094,0.41666666666666663,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-10,1.0634204027279262,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-13,1.0465049820240766,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-14,1.1101789991222166,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-15,1.0867032251415893,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-16,1.0818151187784997,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-17,1.0685657778469675,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-20,1.0579534416639444,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-21,1.1005957379630016,0.3333333333333333,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-22,1.0745472764228534,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-23,1.0706882450835724,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-24,1.104712038058235,0.16666666666666666,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-27,1.0742900076669013,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-28,1.0847093922829607,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-29,1.0843878063380206,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-30,1.2808125015074343,1.4166666666666665,0.16666666666666666,0.0,657.0,70.4
I-95 NB AM,110+04149,2025-10-31,1.0591754682547168,0.0,0.0,0.0,657.0,70.4
I-95 NB AM,110+04150,2025-10-01,1.5831009232728432,1.6666666666666665,1.0833333333333333,0.25,659.0,70.8
I-95 NB AM,110+04150,2025-10-02,1.0571537726838587,0.0,0.0,0.0,659.0,70.8
I-95 NB AM,110+04150,2025-10-03,1.5064629099013054,0.8333333333333333,0.5833333333333333,0.25,659.0,70.8
I-95 NB AM,110+04150,2025-10-06,1.1202674307545368,0.3333333333333333,0.16666666666666666,0.0,659.0,70.8
I-95 NB AM,110+04150,2025-10-07,2.825463228271251,1.9166666666666665,1.8333333333333333,1.6666666666666665,659.0,70.8
I-95 NB AM,110+04150,2025-10-08,1.1570837312957658,0.5833333333333333,0.0,0.0,659.0,70.8
I-95 NB AM,110+04150,2025-10-09,1.0748105698822032,0.0,0.0,0.0,659.0,70.8
I-95 NB AM,110+04150,2025-10-10,1.0548997134670488,0.0,0.0,0.0,659.0,70.8
I-95 NB AM,110+04150,2025-10-13,1.0436294173829992,0.0,0.0,0.0,659.0,70.8
I-95 NB AM,110+04150,2025-10-14,1.150321553645336,0.41666666666666663,0.0,0.0,659.0,70.8
I-95 NB AM,110+04150,2025-10-15,1.0718051575931233,0.16666666666666666,0.0,0.0,659.0,70.8
I-95 NB AM,110+04150,2025-10-16,1.18601082457816,0.6666666666666666,0.25,0.0,659.0,70.8
I-95 NB AM,110+04150,2025-10-17,1.0594078319006686,0.0,0.0,0.0,659.0,70.8
I-95 NB AM,110+04150,2025-10-20,1.0387456224132443,0.0,0.0,0.0,659.0,70.8
I-95 NB AM,110+04150,2025-10-21,2.1804266157274754,1.5833333333333333,1.1666666666666665,1.0,659.0,70.8
I-95 NB AM,110+04150,2025-10-22,1.1251512257242917,0.41666666666666663,0.0,0.0,659.0,70.8
I-95 NB AM,110+04150,2025-10-23,1.0594078319006686,0.0,0.0,0.0,659.0,70.8
I-95 NB AM,110+04150,2025-10-24,1.8768799745304043,0.9166666666666666,0.8333333333333333,0.75,659.0,70.8
I-95 NB AM,110+04150,2025-10-27,1.0545240369309137,0.0,0.0,0.0,659.0,70.8
I-95 NB AM,110+04150,2025-10-28,1.4486087233365172,1.0,0.6666666666666666,0.16666666666666666,659.0,70.8
I-95 NB AM,110+04150,2025-10-29,1.3464247055078,0.5833333333333333,0.5,0.25,659.0,70.8
I-95 NB AM,110+04150,2025-10-30,1.964036930913722,1.9166666666666665,1.3333333333333333,0.8333333333333333,659.0,70.8
I-95 NB AM,110+04150,2025-10-31,1.0515186246418338,0.0,0.0,0.0,659.0,70.8
I-95 NB AM,110+04151,2025-10-01,2.4125791017132276,3.0,2.333333333333333,0.75,661.0,69.99
I-95 NB AM,110+04151,2025-10-02,1.848443689869836,3.0,1.4166666666666665,0.0,661.0,69.99
I-95 NB AM,110+04151,2025-10-03,3.052032592478263,3.583333333333333,2.4166666666666665,1.8333333333333333,661.0,69.99
I-95 NB AM,110+04151,2025-10-06,1.945366954776972,2.0,1.5,0.5833333333333333,661.0,69.99
I-95 NB AM,110+04151,2025-10-07,1.7560215053763444,2.333333333333333,1.8333333333333333,0.0,661.0,69.99
I-95 NB AM,110+04151,2025-10-08,2.1233096671297016,2.333333333333333,2.083333333333333,0.16666666666666666,661.0,69.99
I-95 NB AM,110+04151,2025-10-09,2.129611179708803,3.25,2.25,0.16666666666666666,661.0,69.99
I-95 NB AM,110+04151,2025-10-10,1.1954869578638678,0.5833333333333333,0.16666666666666666,0.0,661.0,69.99
I-95 NB AM,110+04151,2025-10-13,1.0814595873848847,0.0,0.0,0.0,661.0,69.99
I-95 NB AM,110+04151,2025-10-14,2.369368729742244,2.833333333333333,2.333333333333333,0.8333333333333333,661.0,69.99
I-95 NB AM,110+04151,2025-10-15,2.1083060657508876,3.4166666666666665,2.4166666666666665,0.0,661.0,69.99
I-95 NB AM,110+04151,2025-10-16,2.216632067705922,3.333333333333333,2.833333333333333,0.0,661.0,69.99
I-95 NB AM,110+04151,2025-10-17,1.4190406184081907,2.1666666666666665,0.41666666666666663,0.0,661.0,69.99
I-95 NB AM,110+04151,2025-10-20,1.3974354324226992,1.3333333333333333,0.6666666666666666,0.0,661.0,69.99
I-95 NB AM,110+04151,2025-10-21,2.8188766270515,2.6666666666666665,2.0,1.5,661.0,69.99
I-95 NB AM,110+04151,2025-10-22,2.37537017029377,3.333333333333333,2.75,0.0,661.0,69.99
I-95 NB AM,110+04151,2025-10-23,1.8448428255389209,2.4166666666666665,2.0,0.0,661.0,69.99
I-95 NB AM,110+04151,2025-10-24,2.4452869527190413,1.5833333333333333,1.25,1.1666666666666665,661.0,69.99
I-95 NB AM,110+04151,2025-10-27,1.4988597777434791,2.083333333333333,0.8333333333333333,0.0,661.0,69.99
I-95 NB AM,110+04151,2025-10-28,2.6739418377321607,3.9166666666666665,2.9166666666666665,1.0,661.0,69.99
I-95 NB AM,110+04151,2025-10-29,2.61362736018933,3.0,2.5,0.6666666666666666,661.0,69.99
I-95 NB AM,110+04151,2025-10-30,2.51220301486855,3.25,2.75,0.75,661.0,69.99
I-95 NB AM,110+04151,2025-10-31,1.152276585892885,0.5,0.0,0.0,661.0,69.99
I-95 NB AM,110+04152,2025-10-01,1.8537150488806189,4.5,1.6666666666666665,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-02,1.8249472379742846,4.666666666666666,1.1666666666666665,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-03,1.4047993888691988,2.1666666666666665,0.41666666666666663,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-06,1.8237414015889892,4.666666666666666,1.1666666666666665,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-07,1.497476528196192,2.833333333333333,0.5,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-08,1.6290849565341523,3.083333333333333,1.0,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-09,1.7612101718943822,4.416666666666666,0.9166666666666666,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-10,1.6118587224585028,3.083333333333333,1.0833333333333333,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-13,1.0981724223226415,0.0,0.0,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-14,1.5851580596412465,4.0,0.3333333333333333,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-15,1.7172832750014766,4.166666666666666,0.41666666666666663,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-16,1.9203805747533818,4.916666666666666,2.333333333333333,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-17,1.7646554187095123,4.583333333333333,1.0,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-20,1.9904913474412742,3.75,2.333333333333333,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-21,1.718833636068285,3.833333333333333,2.0,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-22,1.8087545779431742,4.5,1.5,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-23,1.7641386316872425,4.333333333333333,0.5,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-24,1.960000913127375,4.25,2.25,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-27,1.7067752722153304,4.0,1.0,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-28,1.8061706428318267,4.0,1.9166666666666665,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-29,2.224423606188591,3.583333333333333,1.6666666666666665,0.5833333333333333,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-30,1.742605839092681,3.833333333333333,1.5833333333333333,0.0,663.0,69.98949999999999
I-95 NB AM,110+04152,2025-10-31,1.4251263450784648,2.25,0.5833333333333333,0.0,663.0,69.98949999999999
I-95 NB AM,110+04153,2025-10-01,1.3245254753152298,1.1666666666666665,0.75,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-02,1.123147159966797,0.0,0.0,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-03,1.111324558282936,0.0,0.0,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-06,1.304032965729871,1.4166666666666665,0.3333333333333333,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-07,1.1184181192932525,0.0,0.0,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-08,1.3469884185145657,0.9166666666666666,0.41666666666666663,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-09,1.149945057116882,0.0,0.0,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-10,1.2543780386576546,1.3333333333333333,0.0,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-13,1.0667927586070596,0.0,0.0,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-14,1.3312249496027513,1.1666666666666665,0.41666666666666663,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-15,1.1290584608087275,0.0,0.0,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-16,1.1243294201351832,0.0,0.0,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-17,1.1101422981145501,0.0,0.0,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-20,1.2823581959761254,0.6666666666666666,0.41666666666666663,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-21,1.94718249733191,1.6666666666666665,1.6666666666666665,0.5,665.0,69.79
I-95 NB AM,110+04153,2025-10-22,1.1196003794616387,0.0,0.0,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-23,1.1203885529072295,0.0,0.0,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-24,1.1058073441638008,0.0,0.0,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-27,1.114477252065299,0.0,0.0,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-28,1.1274821139175462,0.0,0.0,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-29,1.8813700146250842,1.5833333333333333,1.1666666666666665,0.5833333333333333,665.0,69.79
I-95 NB AM,110+04153,2025-10-30,1.2181220601604805,0.5,0.0,0.0,665.0,69.79
I-95 NB AM,110+04153,2025-10-31,1.1022605636586427,0.0,0.0,0.0,665.0,69.79
I-95 NB AM,110+04154,2025-10-01,2.3472263083913565,2.75,2.583333333333333,0.5,667.0,70.4
I-95 NB AM,110+04154,2025-10-02,1.262462815860874,0.9166666666666666,0.5,0.0,667.0,70.4
I-95 NB AM,110+04154,2025-10-03,1.1968225948808473,0.6666666666666666,0.16666666666666666,0.0,667.0,70.4
I-95 NB AM,110+04154,2025-10-06,1.4574221176162923,1.75,0.6666666666666666,0.0,667.0,70.4
I-95 NB AM,110+04154,2025-10-07,1.5820339315484944,1.6666666666666665,1.25,0.0,667.0,70.4
I-95 NB AM,110+04154,2025-10-08,2.276094276094276,2.6666666666666665,2.4166666666666665,0.6666666666666666,667.0,70.4
I-95 NB AM,110+04154,2025-10-09,1.9973194730476282,2.25,2.083333333333333,0.25,667.0,70.4
I-95 NB AM,110+04154,2025-10-10,2.4548396587231536,1.6666666666666665,1.5,0.8333333333333333,667.0,70.4
I-95 NB AM,110+04154,2025-10-13,1.068549573403942,0.0,0.0,0.0,667.0,70.4
I-95 NB AM,110+04154,2025-10-14,2.761988820241247,3.583333333333333,3.083333333333333,0.9166666666666666,667.0,70.4
I-95 NB AM,110+04154,2025-10-15,1.7261285999150076,2.25,1.5,0.0,667.0,70.4
I-95 NB AM,110+04154,2025-10-16,1.659703834461116,2.4166666666666665,1.25,0.0,667.0,70.4
I-95 NB AM,110+04154,2025-10-17,1.1186296623189826,0.0,0.0,0.0,667.0,70.4
I-95 NB AM,110+04154,2025-10-20,2.414566375731424,1.6666666666666665,1.6666666666666665,1.1666666666666665,667.0,70.4
I-95 NB AM,110+04154,2025-10-21,2.67856559118695,2.833333333333333,2.1666666666666665,1.6666666666666665,667.0,70.4
I-95 NB AM,110+04154,2025-10-22,1.8351802817822231,2.25,1.5833333333333333,0.16666666666666666,667.0,70.4
I-95 NB AM,110+04154,2025-10-23,1.806544408486156,1.9166666666666665,1.5833333333333333,0.25,667.0,70.4
I-95 NB AM,110+04154,2025-10-24,1.2769768886273738,1.0,0.3333333333333333,0.0,667.0,70.4
I-95 NB AM,110+04154,2025-10-27,1.404726880455036,1.75,0.9166666666666666,0.0,667.0,70.4
I-95 NB AM,110+04154,2025-10-28,1.5618972900526298,2.25,0.9166666666666666,0.0,667.0,70.4
I-95 NB AM,110+04154,2025-10-29,1.8405413356869662,2.4166666666666665,1.6666666666666665,0.16666666666666666,667.0,70.4
I-95 NB AM,110+04154,2025-10-30,1.2351345166879144,0.75,0.0,0.0,667.0,70.4
I-95 NB AM,110+04154,2025-10-31,1.102546500604753,0.0,0.0,0.0,667.0,70.4
I-95 NB AM,110+04155,2025-10-01,2.4387978550620626,4.25,3.5,0.16666666666666666,669.0,69.19
I-95 NB AM,110+04155,2025-10-02,1.537271113348996,2.25,1.25,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-03,1.6120173924412988,2.583333333333333,1.5,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-06,1.6116163930899452,2.4166666666666665,1.3333333333333333,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-07,1.6559669213496486,2.75,1.3333333333333333,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-08,2.0920136160115064,3.1666666666666665,2.5,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-09,1.9231928890916592,3.25,2.333333333333333,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-10,3.506659127716585,2.9166666666666665,2.5,1.4166666666666665,669.0,69.19
I-95 NB AM,110+04155,2025-10-13,1.0949688288060226,0.0,0.0,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-14,2.6169217669333125,4.333333333333333,3.583333333333333,0.25,669.0,69.19
I-95 NB AM,110+04155,2025-10-15,1.8162864620208008,2.9166666666666665,2.083333333333333,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-16,1.7599861530907612,2.9166666666666665,1.8333333333333333,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-17,1.4776826097378573,2.083333333333333,0.9166666666666666,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-20,1.9709118119027322,2.083333333333333,1.9166666666666665,0.3333333333333333,669.0,69.19
I-95 NB AM,110+04155,2025-10-21,1.5570002814355908,2.1666666666666665,1.5833333333333333,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-22,1.934340671059288,3.333333333333333,2.4166666666666665,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-23,1.9225512901294934,2.583333333333333,1.9166666666666665,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-24,1.4695022229702446,1.9166666666666665,1.0833333333333333,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-27,1.6010300102142112,2.1666666666666665,1.4166666666666665,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-28,1.748116572290696,2.6666666666666665,2.0,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-29,1.7940710979558137,2.833333333333333,2.0,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-30,1.5850702360303397,3.75,0.9166666666666666,0.0,669.0,69.19
I-95 NB AM,110+04155,2025-10-31,1.214306235768841,1.0,0.0,0.0,669.0,69.19
I-95 NB AM,110+04156,2025-10-01,2.801153313216795,4.333333333333333,3.75,0.41666666666666663,671.0,67.9995
I-95 NB AM,110+04156,2025-10-02,1.5279804636728525,2.6666666666666665,0.75,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-03,1.7105421159010359,3.083333333333333,1.9166666666666665,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-06,1.6344026590475758,3.083333333333333,1.4166666666666665,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-07,1.659494070965193,3.083333333333333,1.6666666666666665,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-08,2.134067844648409,4.0,3.0,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-09,1.8558992608030966,3.4166666666666665,2.25,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-10,4.424308097956473,3.6666666666666665,2.583333333333333,1.5833333333333333,671.0,67.9995
I-95 NB AM,110+04156,2025-10-13,1.2143378147026322,0.25,0.0,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-14,2.484049779844145,4.0,3.25,0.16666666666666666,671.0,67.9995
I-95 NB AM,110+04156,2025-10-15,1.8732036828152465,3.75,2.1666666666666665,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-16,2.102919885026539,4.333333333333333,2.5,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-17,1.6979964099422271,2.9166666666666665,1.5833333333333333,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-20,1.4959672829503747,2.833333333333333,0.6666666666666666,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-21,1.6183960686863368,2.5,1.3333333333333333,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-22,1.9324713282068608,3.9166666666666665,2.0,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-23,2.014667332764574,4.0,2.083333333333333,0.16666666666666666,671.0,67.9995
I-95 NB AM,110+04156,2025-10-24,1.6231547847396781,2.6666666666666665,1.4166666666666665,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-27,1.6815572090306843,3.4166666666666665,1.6666666666666665,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-28,1.8074468791690765,3.333333333333333,2.0,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-29,1.8325382910866939,3.9166666666666665,1.5833333333333333,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-30,1.8922385470286118,4.333333333333333,2.083333333333333,0.0,671.0,67.9995
I-95 NB AM,110+04156,2025-10-31,1.5249521898207263,2.4166666666666665,0.8333333333333333,0.0,671.0,67.9995
I-95 NB AM,110+04158,2025-10-01,2.162184560630454,3.1666666666666665,2.5,0.16666666666666666,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-02,1.3432105594864836,2.1666666666666665,0.0,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-03,1.2604976802813317,1.0833333333333333,0.0,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-06,1.3245710374120834,1.5,0.0,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-07,1.397964155580035,1.6666666666666665,0.6666666666666666,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-08,1.5762045854164894,3.4166666666666665,0.8333333333333333,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-09,1.356025230912634,2.083333333333333,0.16666666666666666,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-10,2.0445225775358016,2.583333333333333,2.0,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-13,1.1614752192610793,0.16666666666666666,0.0,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-14,1.6880417178628921,3.6666666666666665,1.0,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-15,1.5074713477671375,3.083333333333333,0.75,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-16,1.6123186594356402,2.5,0.9166666666666666,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-17,1.246518038725531,1.0833333333333333,0.0,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-20,1.2069090543174301,0.5,0.0,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-21,1.2383632478179811,1.0,0.0,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-22,1.3758297231166845,1.9166666666666665,0.3333333333333333,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-23,1.3688399023387843,1.75,0.16666666666666666,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-24,1.2162288153546303,0.3333333333333333,0.0,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-27,1.2907869036522324,2.25,0.0,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-28,1.3397156490975337,1.9166666666666665,0.0,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-29,1.3758297231166845,2.75,0.25,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-30,1.4632024828404366,3.75,0.0,0.0,675.0,65.98949999999999
I-95 NB AM,110+04158,2025-10-31,1.402624036098635,2.0,0.5833333333333333,0.0,675.0,65.98949999999999
