corridor,facility,tmc_code,date_local,observed_15min_bins,minimum_speed_mph,mean_speed_mph,mean_s3_flow_vph_link,expected_15min_bins,complete_day
I-95 NB,GP,110+04148,2025-10-15,96,28.99,65.47197916666667,4635.635703073992,96,True
I-95 NB,GP,110+04148,2025-10-16,96,32.830000000000005,61.344027777777775,4813.3509483878,96,True
I-95 NB,GP,110+04148,2025-10-17,96,30.209999999999997,59.584409722222226,4739.136705128947,96,True
I-95 NB,GP,110+04148,2025-10-20,96,10.836666666666668,57.475277777777784,4380.107711846245,96,True
I-95 NB,GP,110+04148,2025-10-21,96,15.37,60.918194444444445,4480.385871088297,96,True
I-95 NB,GP,110+04148,2025-10-22,96,46.373333333333335,67.72572916666667,4437.354342282276,96,True
I-95 NB,GP,110+04148,2025-10-23,96,31.03,62.56395833333334,4662.2018516368125,96,True
I-95 NB,GP,110+04148,2025-10-24,96,32.92666666666667,59.72479166666667,4867.451822509637,96,True
I-95 NB,GP,110+04148,2025-10-27,96,50.77,68.04048611111111,4426.075875230836,96,True
I-95 NB,GP,110+04148,2025-10-28,96,44.64000000000001,67.2625,4558.187273842671,96,True
I-95 NB,GP,110+04148,2025-10-29,96,48.296666666666674,66.28336805555556,4784.619794640039,96,True
I-95 NB,GP,110+04148,2025-10-30,96,8.74,61.64684027777778,4766.018046103042,96,True
I-95 NB,GP,110+04148,2025-10-31,96,34.666666666666664,63.41128472222223,4651.206693832795,96,True
I-95 NB,GP,110+04150,2025-10-01,96,18.893333333333334,63.93118055555556,3064.201513272303,96,True
I-95 NB,GP,110+04150,2025-10-02,96,44.343333333333334,67.2703125,2933.21274661457,96,True
I-95 NB,GP,110+04150,2025-10-03,96,11.54,53.12979166666667,2891.776172436727,96,True
I-95 NB,GP,110+04150,2025-10-06,96,39.86,68.14378472222222,2688.4141473351933,96,True
I-95 NB,GP,110+04150,2025-10-07,96,11.04,63.76645833333333,2788.4752074263324,96,True
I-95 NB,GP,110+04150,2025-10-08,96,16.563333333333333,61.045034722222226,3047.370000280245,96,True
I-95 NB,GP,110+04150,2025-10-09,96,13.700000000000001,52.80256944444444,2953.257170833325,96,True
I-95 NB,GP,110+04150,2025-10-10,96,13.26,52.51128472222222,2915.273988490602,96,True
I-95 NB,GP,110+04150,2025-10-13,96,12.446666666666667,53.791493055555556,2857.3771934339625,96,True
I-95 NB,GP,110+04150,2025-10-14,96,41.449999999999996,66.72100694444444,3024.7899046184684,96,True
I-95 NB,GP,110+04150,2025-10-15,96,52.580000000000005,67.56559027777779,2919.0662102268525,96,True
I-95 NB,GP,110+04150,2025-10-16,96,16.153333333333332,61.86888888888888,3044.757429559299,96,True
I-95 NB,GP,110+04150,2025-10-17,96,13.833333333333334,54.19642361111111,2915.959705936686,96,True
I-95 NB,GP,110+04150,2025-10-20,96,8.593333333333334,62.531041666666674,2774.140473216819,96,True
I-95 NB,GP,110+04150,2025-10-21,96,6.246666666666666,58.50145833333334,2780.3012454937475,96,True
I-95 NB,GP,110+04150,2025-10-22,96,44.27333333333333,67.94333333333334,2749.190974333791,96,True
I-95 NB,GP,110+04150,2025-10-23,96,18.686666666666667,65.16600694444445,3040.402916333062,96,True
I-95 NB,GP,110+04150,2025-10-24,96,10.026666666666666,57.75177083333333,3035.9328502207613,96,True
I-95 NB,GP,110+04150,2025-10-27,96,11.956666666666665,64.37763888888888,2790.1881736646324,96,True
I-95 NB,GP,110+04150,2025-10-28,96,18.496666666666666,66.04809027777777,2966.0474997273336,96,True
I-95 NB,GP,110+04150,2025-10-29,96,15.543333333333335,65.97538194444444,3046.88112437776,96,True
I-95 NB,GP,110+04150,2025-10-30,96,14.706666666666665,63.33805555555555,3053.953436889939,96,True
I-95 NB,GP,110+04150,2025-10-31,96,21.590000000000003,66.36003472222222,2892.0569781430513,96,True
I-95 NB,GP,110+04151,2025-10-01,96,15.426666666666668,52.41538194444445,4649.401734595519,96,True
I-95 NB,GP,110+04151,2025-10-02,96,20.623333333333335,56.33739583333334,4680.388896093535,96,True
I-95 NB,GP,110+04151,2025-10-03,96,10.9,44.74885416666667,4408.274766465341,96,True
I-95 NB,GP,110+04151,2025-10-06,96,14.37,62.53371527777778,4372.378966119331,96,True
I-95 NB,GP,110+04151,2025-10-07,96,20.44333333333333,62.75888888888889,4403.989252738688,96,True
I-95 NB,GP,110+04151,2025-10-08,96,16.963333333333335,54.633125,4469.679979412838,96,True
I-95 NB,GP,110+04151,2025-10-09,96,17.726666666666667,46.49989583333333,4390.184165620601,96,True
I-95 NB,GP,110+04151,2025-10-10,96,18.173333333333336,48.62107638888889,4523.799857054923,96,True
I-95 NB,GP,110+04151,2025-10-13,96,17.293333333333333,51.621493055555554,4385.244812398319,96,True
I-95 NB,GP,110+04151,2025-10-14,96,16.23,60.6428125,4515.037554143653,96,True
I-95 NB,GP,110+04151,2025-10-15,96,19.953333333333333,59.56399305555556,4584.089360364145,96,True
I-95 NB,GP,110+04151,2025-10-16,96,18.06,52.31482638888889,4456.344842285142,96,True
I-95 NB,GP,110+04151,2025-10-17,96,17.896666666666665,48.87982638888889,4580.923202969066,96,True
I-95 NB,GP,110+04151,2025-10-20,96,17.503333333333334,58.60736111111111,4407.344718666076,96,True
I-95 NB,GP,110+04151,2025-10-21,96,8.296666666666667,54.2134375,4292.471864342909,96,True
I-95 NB,GP,110+04151,2025-10-22,96,17.599999999999998,60.49322916666667,4387.254413901411,96,True
I-95 NB,GP,110+04151,2025-10-23,96,21.180000000000003,56.78451388888889,4620.491792863727,96,True
I-95 NB,GP,110+04151,2025-10-24,96,9.666666666666666,49.02770833333333,4518.401617436478,96,True
I-95 NB,GP,110+04151,2025-10-27,96,14.416666666666666,56.552013888888894,4373.895849824908,96,True
I-95 NB,GP,110+04151,2025-10-28,96,14.020000000000001,58.8128125,4530.560059759016,96,True
I-95 NB,GP,110+04151,2025-10-29,96,7.836666666666667,59.84479166666667,4617.21333011833,96,True
I-95 NB,GP,110+04151,2025-10-30,96,13.99,59.178958333333334,4655.897944047906,96,True
I-95 NB,GP,110+04151,2025-10-31,96,23.223333333333333,58.16548611111111,4640.320006682831,96,True
I-95 NB,GP,110+04152,2025-10-01,96,26.30666666666667,50.53583333333333,4998.208658398857,96,True
I-95 NB,GP,110+04152,2025-10-02,96,28.72666666666667,51.683125,5032.138476587379,96,True
I-95 NB,GP,110+04152,2025-10-03,96,26.310000000000002,50.0659375,5024.874938420501,96,True
I-95 NB,GP,110+04152,2025-10-06,96,26.013333333333332,57.009618055555556,4907.495463749856,96,True
I-95 NB,GP,110+04152,2025-10-07,96,32.24,62.09461805555555,4914.530234841036,96,True
I-95 NB,GP,110+04152,2025-10-08,96,27.223333333333333,54.71621527777777,5019.183893980997,96,True
I-95 NB,GP,110+04152,2025-10-09,96,24.483333333333334,48.22090277777778,4968.837138196154,96,True
I-95 NB,GP,110+04152,2025-10-10,96,28.05,47.8128125,5128.590559495296,96,True
I-95 NB,GP,110+04152,2025-10-13,96,27.97666666666667,54.19871527777778,4820.989474128954,96,True
I-95 NB,GP,110+04152,2025-10-14,96,33.836666666666666,60.806666666666665,4969.76734895709,96,True
I-95 NB,GP,110+04152,2025-10-15,96,27.36,55.24302083333333,5014.301495905517,96,True
I-95 NB,GP,110+04152,2025-10-16,96,24.49666666666667,51.70163194444444,4950.800903218736,96,True
I-95 NB,GP,110+04152,2025-10-17,96,26.150000000000002,48.79958333333334,5097.695214983384,96,True
I-95 NB,GP,110+04152,2025-10-20,96,24.22666666666667,57.109722222222224,4827.977748933584,96,True
I-95 NB,GP,110+04152,2025-10-21,96,30.87,58.764965277777776,4968.6125024039975,96,True
I-95 NB,GP,110+04152,2025-10-22,96,30.78666666666666,59.60034722222222,4915.345569602709,96,True
I-95 NB,GP,110+04152,2025-10-23,96,26.373333333333335,53.02395833333333,5056.932818694828,96,True
I-95 NB,GP,110+04152,2025-10-24,96,24.429999999999996,48.98854166666666,5094.809184239792,96,True
I-95 NB,GP,110+04152,2025-10-27,96,30.883333333333336,58.98350694444445,4903.208624213564,96,True
I-95 NB,GP,110+04152,2025-10-28,96,31.463333333333335,58.56145833333333,5005.245096853022,96,True
I-95 NB,GP,110+04152,2025-10-29,96,9.28,59.384375,5044.977651766467,96,True
I-95 NB,GP,110+04152,2025-10-30,96,31.236666666666668,59.02194444444444,5197.111441367547,96,True
I-95 NB,GP,110+04152,2025-10-31,96,28.536666666666665,52.75565972222222,4990.514087470154,96,True
I-95 NB,GP,110+04154,2025-10-01,96,16.673333333333332,61.900416666666665,5931.693094479054,96,True
I-95 NB,GP,110+04154,2025-10-02,96,29.333333333333332,64.27916666666667,6280.939239074781,96,True
I-95 NB,GP,110+04154,2025-10-03,96,39.31,64.5115625,6254.316524297029,96,True
I-95 NB,GP,110+04154,2025-10-06,96,23.25666666666667,65.47006944444445,5735.081054253235,96,True
I-95 NB,GP,110+04154,2025-10-07,96,22.53333333333333,65.05059027777777,5713.094647129918,96,True
I-95 NB,GP,110+04154,2025-10-08,96,14.766666666666666,61.94274305555555,6040.294226431968,96,True
I-95 NB,GP,110+04154,2025-10-09,96,16.83,58.2409375,6274.178820895301,96,True
I-95 NB,GP,110+04154,2025-10-10,96,7.89,58.46527777777778,6341.482412770892,96,True
I-95 NB,GP,110+04154,2025-10-13,96,19.433333333333334,60.48739583333333,6268.663934961295,96,True
I-95 NB,GP,110+04154,2025-10-14,96,14.923333333333334,60.301180555555554,6054.289814767296,96,True
I-95 NB,GP,110+04154,2025-10-15,96,19.213333333333335,63.47913194444445,6074.2720822384,96,True
I-95 NB,GP,110+04154,2025-10-16,96,22.24666666666667,63.37590277777778,6146.695265276856,96,True
I-95 NB,GP,110+04154,2025-10-17,96,27.8,62.83583333333333,6380.494253843478,96,True
I-95 NB,GP,110+04154,2025-10-20,96,9.48,63.29652777777778,5969.891634171275,96,True
I-95 NB,GP,110+04154,2025-10-21,96,12.216666666666667,61.54361111111111,5891.862919447955,96,True
I-95 NB,GP,110+04154,2025-10-22,96,19.22,63.71510416666666,5916.523584600193,96,True
I-95 NB,GP,110+04154,2025-10-23,96,17.62,62.866458333333334,6141.06750126643,96,True
I-95 NB,GP,110+04154,2025-10-24,96,18.37,59.65736111111111,6373.208659608587,96,True
I-95 NB,GP,110+04154,2025-10-27,96,31.843333333333334,65.20722222222223,5880.203549133978,96,True
I-95 NB,GP,110+04154,2025-10-28,96,25.33666666666667,63.85274305555556,5999.665735270034,96,True
I-95 NB,GP,110+04154,2025-10-29,96,14.796666666666667,63.132083333333334,6133.1891345173635,96,True
I-95 NB,GP,110+04154,2025-10-30,96,41.89666666666667,65.22270833333333,6185.880676753666,96,True
I-95 NB,GP,110+04154,2025-10-31,96,22.423333333333332,62.86940972222222,6073.651457756586,96,True
I-95 NB,GP,110+04155,2025-10-01,96,18.483333333333334,54.84604166666667,6476.764316121248,96,True
I-95 NB,GP,110+04155,2025-10-02,96,14.626666666666665,52.52767361111111,6513.260074937903,96,True
I-95 NB,GP,110+04155,2025-10-03,96,16.3,48.32180555555556,6503.455147276337,96,True
I-95 NB,GP,110+04155,2025-10-06,96,22.853333333333335,61.5971875,6264.02857563594,96,True
I-95 NB,GP,110+04155,2025-10-07,96,25.956666666666667,61.64395833333333,6276.08817614559,96,True
I-95 NB,GP,110+04155,2025-10-08,96,21.08,55.05486111111111,6561.677791249479,96,True
I-95 NB,GP,110+04155,2025-10-09,96,16.45,47.28680555555556,6289.818565603097,96,True
I-95 NB,GP,110+04155,2025-10-10,96,6.8500000000000005,44.80670138888889,6206.109735661173,96,True
I-95 NB,GP,110+04155,2025-10-13,96,17.426666666666666,53.68118055555556,6228.2013471460305,96,True
I-95 NB,GP,110+04155,2025-10-14,96,17.42,57.790034722222224,6325.91335689567,96,True
I-95 NB,GP,110+04155,2025-10-15,96,23.900000000000002,60.033854166666664,6433.244356013889,96,True
I-95 NB,GP,110+04155,2025-10-16,96,25.64,59.874652777777776,6515.262972088617,96,True
I-95 NB,GP,110+04155,2025-10-17,96,17.05,52.18385416666666,6473.432686543235,96,True
I-95 NB,GP,110+04155,2025-10-20,96,12.68,57.01159722222223,6278.603280502131,96,True
I-95 NB,GP,110+04155,2025-10-21,96,21.723333333333333,59.27954861111112,6379.086500778997,96,True
I-95 NB,GP,110+04155,2025-10-22,96,20.343333333333334,60.314340277777774,6259.390941961381,96,True
I-95 NB,GP,110+04155,2025-10-23,96,17.546666666666667,53.900173611111114,6470.837022782419,96,True
I-95 NB,GP,110+04155,2025-10-24,96,15.486666666666665,48.84305555555556,6358.421440145675,96,True
I-95 NB,GP,110+04155,2025-10-27,96,22.310000000000002,59.54586805555556,6186.3720784565,96,True
I-95 NB,GP,110+04155,2025-10-28,96,23.933333333333334,59.03003472222222,6419.952733174051,96,True
I-95 NB,GP,110+04155,2025-10-29,96,23.87,60.443125,6581.142322949517,96,True
I-95 NB,GP,110+04155,2025-10-30,96,28.150000000000002,60.40100694444445,6615.1209085845185,96,True
I-95 NB,GP,110+04155,2025-10-31,96,15.270000000000001,55.65538194444445,6227.426898762572,96,True
I-95 NB,GP,110+04156,2025-10-01,96,10.543333333333335,49.62576388888889,6880.133762774876,96,True
I-95 NB,GP,110+04156,2025-10-02,96,9.28,49.36295138888889,6822.943142387033,96,True
I-95 NB,GP,110+04156,2025-10-03,96,25.733333333333334,47.38472222222222,6876.734911768189,96,True
I-95 NB,GP,110+04156,2025-10-06,96,29.24,56.33447916666666,6842.260437405265,96,True
I-95 NB,GP,110+04156,2025-10-07,96,27.143333333333334,56.25357638888889,6972.590976485847,96,True
I-95 NB,GP,110+04156,2025-10-08,96,18.81,48.323923611111105,6937.31552720648,96,True
I-95 NB,GP,110+04156,2025-10-09,96,16.003333333333334,46.76861111111111,6762.381970438079,96,True
I-95 NB,GP,110+04156,2025-10-10,96,5.1866666666666665,44.37104166666666,6671.161920319879,96,True
I-95 NB,GP,110+04156,2025-10-13,96,28.953333333333333,51.713541666666664,7022.452819248973,96,True
I-95 NB,GP,110+04156,2025-10-14,96,18.86,51.87746527777778,6972.372201712111,96,True
I-95 NB,GP,110+04156,2025-10-15,96,25.413333333333338,52.505972222222226,6996.715872669207,96,True
I-95 NB,GP,110+04156,2025-10-16,96,17.303333333333335,50.555972222222216,6851.734818306595,96,True
I-95 NB,GP,110+04156,2025-10-17,96,26.926666666666666,48.96256944444445,6962.908532441331,96,True
I-95 NB,GP,110+04156,2025-10-20,96,10.926666666666668,53.09493055555556,6930.845276047675,96,True
I-95 NB,GP,110+04156,2025-10-21,96,25.97666666666667,54.63583333333333,6977.294723491182,96,True
I-95 NB,GP,110+04156,2025-10-22,96,25.323333333333334,54.12444444444444,6885.754996612465,96,True
I-95 NB,GP,110+04156,2025-10-23,96,20.58,48.14819444444444,6871.7045043540975,96,True
I-95 NB,GP,110+04156,2025-10-24,96,26.676666666666666,48.14934027777778,6868.821065589032,96,True
I-95 NB,GP,110+04156,2025-10-27,96,25.486666666666665,54.806562500000005,6778.3393263098,96,True
I-95 NB,GP,110+04156,2025-10-28,96,27.833333333333332,54.478437500000005,6898.898643072024,96,True
I-95 NB,GP,110+04156,2025-10-29,96,23.74,53.923715277777774,7186.73382207009,96,True
I-95 NB,GP,110+04156,2025-10-30,96,27.650000000000002,53.90277777777778,7266.540348781057,96,True
I-95 NB,GP,110+04156,2025-10-31,96,24.429999999999996,51.10218749999999,6847.899134805551,96,True
I-95 NB,GP,110+04157,2025-10-01,96,14.81,54.97774305555556,6520.555792839651,96,True
I-95 NB,GP,110+04157,2025-10-02,96,26.46666666666667,57.099375,6544.652652105652,96,True
I-95 NB,GP,110+04157,2025-10-03,96,34.89333333333334,56.96743055555555,6670.189168292488,96,True
I-95 NB,GP,110+04157,2025-10-06,96,38.1,60.729513888888896,6309.595378064528,96,True
I-95 NB,GP,110+04157,2025-10-07,96,36.06333333333333,60.61864583333334,6492.3678405355495,96,True
I-95 NB,GP,110+04157,2025-10-08,96,26.793333333333333,54.652638888888895,6579.649017864912,96,True
I-95 NB,GP,110+04157,2025-10-09,96,16.953333333333333,53.9296875,6465.994988882282,96,True
I-95 NB,GP,110+04157,2025-10-10,96,6.8566666666666665,53.073993055555555,6419.338821004276,96,True
I-95 NB,GP,110+04157,2025-10-13,96,43.27333333333333,58.932291666666664,6723.570496334279,96,True
I-95 NB,GP,110+04157,2025-10-14,96,24.09,57.46534722222222,6554.540010357888,96,True
I-95 NB,GP,110+04157,2025-10-15,96,30.686666666666667,56.95065972222222,6602.388457135597,96,True
I-95 NB,GP,110+04157,2025-10-16,96,18.106666666666666,54.86454861111111,6529.7313286697345,96,True
I-95 NB,GP,110+04157,2025-10-17,96,34.72666666666667,56.98878472222222,6741.479120885961,96,True
I-95 NB,GP,110+04157,2025-10-20,96,12.089999999999998,58.34760416666666,6472.6480200478945,96,True
I-95 NB,GP,110+04157,2025-10-21,96,30.416666666666668,59.14347222222222,6444.474411306305,96,True
I-95 NB,GP,110+04157,2025-10-22,96,28.91333333333333,59.11809027777778,6442.489125411241,96,True
I-95 NB,GP,110+04157,2025-10-23,96,20.896666666666665,53.46937499999999,6552.141648712389,96,True
I-95 NB,GP,110+04157,2025-10-24,96,33.223333333333336,56.47645833333333,6713.333140427989,96,True
I-95 NB,GP,110+04157,2025-10-27,96,34.43,60.10777777777778,6297.786202004901,96,True
I-95 NB,GP,110+04157,2025-10-28,96,36.053333333333335,59.28795138888889,6486.762849413694,96,True
I-95 NB,GP,110+04157,2025-10-29,96,33.49,58.983923611111116,6679.205893406888,96,True
I-95 NB,GP,110+04157,2025-10-30,96,32.31666666666667,57.69878472222222,6695.9366354752065,96,True
I-95 NB,GP,110+04157,2025-10-31,96,29.919999999999998,57.714166666666664,6532.668815011832,96,True
I-95 NB,GP,110+04158,2025-10-01,96,13.903333333333334,52.73142361111112,6633.059868339169,96,True
I-95 NB,GP,110+04158,2025-10-02,96,38.63333333333333,55.62708333333333,6808.844003790865,96,True
I-95 NB,GP,110+04158,2025-10-03,96,33.843333333333334,55.1721875,6732.838070129151,96,True
I-95 NB,GP,110+04158,2025-10-06,96,36.49666666666667,58.09378472222222,6390.877397902066,96,True
I-95 NB,GP,110+04158,2025-10-07,96,28.703333333333333,57.595,6548.023794836504,96,True
I-95 NB,GP,110+04158,2025-10-08,96,26.963333333333335,53.04131944444445,6764.590625712044,96,True
I-95 NB,GP,110+04158,2025-10-09,96,24.143333333333334,52.95249999999999,6712.8700853243545,96,True
I-95 NB,GP,110+04158,2025-10-10,96,16.58666666666667,51.48725694444445,6667.271026188383,96,True
I-95 NB,GP,110+04158,2025-10-13,96,42.38333333333333,56.447847222222215,6755.503554682521,96,True
I-95 NB,GP,110+04158,2025-10-14,96,23.166666666666668,54.81024305555556,6810.961244616774,96,True
I-95 NB,GP,110+04158,2025-10-15,96,26.526666666666667,55.599513888888886,6601.611574930619,96,True
I-95 NB,GP,110+04158,2025-10-16,96,19.0,53.18163194444444,6724.212178795915,96,True
I-95 NB,GP,110+04158,2025-10-17,96,38.28,55.44142361111111,6792.28791776699,96,True
I-95 NB,GP,110+04158,2025-10-20,96,34.093333333333334,56.140347222222225,6735.415188272433,96,True
I-95 NB,GP,110+04158,2025-10-21,96,34.78333333333333,57.339548611111105,6614.846036091728,96,True
I-95 NB,GP,110+04158,2025-10-22,96,33.85666666666666,56.97444444444445,6566.082815484944,96,True
I-95 NB,GP,110+04158,2025-10-23,96,28.683333333333334,53.770624999999995,6788.86046553172,96,True
I-95 NB,GP,110+04158,2025-10-24,96,35.01333333333333,55.66416666666667,6687.432558206138,96,True
I-95 NB,GP,110+04158,2025-10-27,96,44.74333333333333,58.393125,6379.900338527384,96,True
I-95 NB,GP,110+04158,2025-10-28,96,36.36333333333334,57.10934027777778,6592.817372306853,96,True
I-95 NB,GP,110+04158,2025-10-29,96,33.199999999999996,56.41319444444445,6755.339008575869,96,True
I-95 NB,GP,110+04158,2025-10-30,96,37.25,55.07829861111111,6934.291388045502,96,True
I-95 NB,GP,110+04158,2025-10-31,96,33.14666666666667,55.279374999999995,6652.49492955465,96,True
I-95 NB,GP,110P04146,2025-10-01,96,28.49,67.03364583333332,4439.247112749599,96,True
I-95 NB,GP,110P04146,2025-10-02,96,20.7,62.91204861111111,4398.283488415302,96,True
I-95 NB,GP,110P04146,2025-10-03,96,15.576666666666668,58.32600694444445,4532.137902113406,96,True
I-95 NB,GP,110P04146,2025-10-06,96,49.300000000000004,69.10802083333333,4175.422784657714,96,True
I-95 NB,GP,110P04146,2025-10-07,96,57.673333333333325,68.96760416666667,4304.410342581693,96,True
I-95 NB,GP,110P04146,2025-10-08,96,23.123333333333335,62.91527777777778,4545.06474631261,96,True
I-95 NB,GP,110P04146,2025-10-09,96,15.5,57.289513888888884,4546.005373954745,96,True
I-95 NB,GP,110P04146,2025-10-10,96,9.040000000000001,51.031736111111115,4406.605656276867,96,True
I-95 NB,GP,110P04146,2025-10-13,96,12.866666666666665,58.92118055555556,4493.473649535462,96,True
I-95 NB,GP,110P04146,2025-10-14,96,46.78666666666667,68.04267361111111,4497.150509038352,96,True
I-95 NB,GP,110P04146,2025-10-15,96,12.536666666666667,66.60402777777777,4408.986087714272,96,True
I-95 NB,GP,110P04146,2025-10-16,96,10.576666666666666,60.9725,4488.775473642662,96,True
I-95 NB,GP,110P04146,2025-10-17,96,17.996666666666666,59.246388888888895,4575.406085910033,96,True
I-95 NB,GP,110P04146,2025-10-20,96,8.823333333333332,61.34163194444445,4301.919082636099,96,True
I-95 NB,GP,110P04146,2025-10-21,96,26.24666666666667,67.97229166666666,4261.638603706912,96,True
I-95 NB,GP,110P04146,2025-10-22,96,66.24666666666667,69.65177083333333,4105.338549421254,96,True
I-95 NB,GP,110P04146,2025-10-23,96,5.6000000000000005,62.54378472222223,4369.729210905764,96,True
I-95 NB,GP,110P04146,2025-10-24,96,9.493333333333334,56.6378125,4532.959854722232,96,True
I-95 NB,GP,110P04146,2025-10-27,96,24.959999999999997,66.94934027777778,4401.75852422811,96,True
I-95 NB,GP,110P04146,2025-10-28,96,56.526666666666664,68.59065972222221,4433.67987593036,96,True
I-95 NB,GP,110P04146,2025-10-29,96,21.72,66.24652777777779,4604.139488206709,96,True
I-95 NB,GP,110P04146,2025-10-30,96,7.426666666666667,63.66121527777778,4488.855138215546,96,True
I-95 NB,GP,110P04146,2025-10-31,96,25.276666666666667,66.5371875,4346.954550825472,96,True
I-95 NB,GP,110P04147,2025-10-01,96,34.07,67.02527777777779,4537.615910563986,96,True
I-95 NB,GP,110P04147,2025-10-02,96,24.25,63.79690972222222,4566.125085972045,96,True
I-95 NB,GP,110P04147,2025-10-03,96,17.703333333333333,56.79600694444445,4514.154862639204,96,True
I-95 NB,GP,110P04147,2025-10-06,96,28.266666666666666,68.31774305555555,4274.089183357849,96,True
I-95 NB,GP,110P04147,2025-10-07,96,34.37,68.62725694444445,4280.50248432729,96,True
I-95 NB,GP,110P04147,2025-10-08,96,23.366666666666664,63.07364583333333,4617.450144911129,96,True
I-95 NB,GP,110P04147,2025-10-09,96,16.293333333333333,57.00326388888889,4553.827677342806,96,True
I-95 NB,GP,110P04147,2025-10-10,96,8.65,50.17069444444444,4374.23224339601,96,True
I-95 NB,GP,110P04147,2025-10-13,96,14.56,56.965243055555554,4492.144388169157,96,True
I-95 NB,GP,110P04147,2025-10-14,96,50.74333333333333,67.55416666666666,4718.122772834496,96,True
I-95 NB,GP,110P04147,2025-10-15,96,23.916666666666668,66.83611111111111,4569.730757871751,96,True
I-95 NB,GP,110P04147,2025-10-16,96,7.526666666666666,58.928958333333334,4536.020852968291,96,True
I-95 NB,GP,110P04147,2025-10-17,96,18.30333333333333,57.53649305555555,4556.622886503398,96,True
I-95 NB,GP,110P04147,2025-10-20,96,9.973333333333334,57.797673611111115,4322.497341287969,96,True
I-95 NB,GP,110P04147,2025-10-21,96,19.246666666666666,64.14548611111111,4446.44493829335,96,True
I-95 NB,GP,110P04147,2025-10-22,96,27.77,68.36385416666667,4363.293075003814,96,True
I-95 NB,GP,110P04147,2025-10-23,96,18.916666666666668,62.29017361111111,4525.334249561463,96,True
I-95 NB,GP,110P04147,2025-10-24,96,21.709999999999997,58.26184027777777,4639.521118050731,96,True
I-95 NB,GP,110P04147,2025-10-27,96,46.126666666666665,69.10041666666667,4341.359125763509,96,True
I-95 NB,GP,110P04147,2025-10-28,96,40.62,68.18982638888889,4513.286418740135,96,True
I-95 NB,GP,110P04147,2025-10-29,96,22.573333333333334,66.15680555555555,4712.81952524049,96,True
I-95 NB,GP,110P04147,2025-10-30,96,5.533333333333334,61.650868055555556,4639.705467619752,96,True
I-95 NB,GP,110P04147,2025-10-31,96,25.563333333333333,64.760625,4597.0369841243455,96,True
I-95 NB,GP,110P04150,2025-10-01,96,13.450000000000001,59.59413194444445,4442.566607853419,96,True
I-95 NB,GP,110P04150,2025-10-02,96,36.06666666666667,64.87458333333333,4416.247303595198,96,True
I-95 NB,GP,110P04150,2025-10-03,96,11.64,48.43170138888889,4111.84783667431,96,True
I-95 NB,GP,110P04150,2025-10-06,96,14.886666666666665,66.66430555555556,3938.105840333638,96,True
I-95 NB,GP,110P04150,2025-10-07,96,21.403333333333332,66.16649305555556,4225.507844380205,96,True
I-95 NB,GP,110P04150,2025-10-08,96,15.31,57.2346875,4271.486875548355,96,True
I-95 NB,GP,110P04150,2025-10-09,96,12.44,49.69090277777778,4211.631589443811,96,True
I-95 NB,GP,110P04150,2025-10-10,96,12.25,50.00677083333333,4157.397370763894,96,True
I-95 NB,GP,110P04150,2025-10-13,96,12.296666666666667,52.385937500000004,4018.0156513817888,96,True
I-95 NB,GP,110P04150,2025-10-14,96,15.596666666666666,63.990625,4314.4438990452045,96,True
I-95 NB,GP,110P04150,2025-10-15,96,25.586666666666662,65.40385416666668,4318.37810681451,96,True
I-95 NB,GP,110P04150,2025-10-16,96,14.316666666666668,57.73215277777778,4365.074964752491,96,True
I-95 NB,GP,110P04150,2025-10-17,96,12.516666666666666,51.71333333333333,4083.9403091872796,96,True
I-95 NB,GP,110P04150,2025-10-20,96,8.636666666666667,61.52666666666667,4054.218748907661,96,True
I-95 NB,GP,110P04150,2025-10-21,96,6.12,56.46409722222222,3999.4820936915853,96,True
I-95 NB,GP,110P04150,2025-10-22,96,23.536666666666665,65.23690972222222,4077.4539262829016,96,True
I-95 NB,GP,110P04150,2025-10-23,96,17.026666666666667,62.45649305555556,4406.425939194482,96,True
I-95 NB,GP,110P04150,2025-10-24,96,8.986666666666666,52.74805555555556,4277.578952183019,96,True
I-95 NB,GP,110P04150,2025-10-27,96,11.213333333333333,62.82423611111111,4127.122333264601,96,True
I-95 NB,GP,110P04150,2025-10-28,96,11.86,63.87979166666667,4252.542126318195,96,True
I-95 NB,GP,110P04150,2025-10-29,96,10.85,64.20003472222221,4385.809774081098,96,True
I-95 NB,GP,110P04150,2025-10-30,96,12.066666666666668,62.17864583333333,4390.7419688669515,96,True
I-95 NB,GP,110P04150,2025-10-31,96,19.653333333333332,64.48229166666667,4212.978985042909,96,True
I-95 NB,GP,110P04151,2025-10-01,96,18.76,47.56753472222223,4415.897464384295,96,True
I-95 NB,GP,110P04151,2025-10-02,96,19.88,48.858958333333334,4409.065860637712,96,True
I-95 NB,GP,110P04151,2025-10-03,96,17.06,42.07201388888889,4314.551711214936,96,True
I-95 NB,GP,110P04151,2025-10-06,96,17.203333333333333,57.84993055555555,4318.276391875705,96,True
I-95 NB,GP,110P04151,2025-10-07,96,19.209999999999997,62.46871527777778,4271.515847473799,96,True
I-95 NB,GP,110P04151,2025-10-08,96,19.39,53.345798611111114,4428.165271930166,96,True
I-95 NB,GP,110P04151,2025-10-09,96,16.533333333333335,43.66489583333333,4297.515168144685,96,True
