link_id,date_local,threshold_multiplier,vc_mph,threshold_speed_mph,demand_capacity_ratio,capacity_vph_link,episode_identified,duration_bins,duration_h,congested_passed_volume_veh,capacity_equivalent_hours,episode_start_local,episode_end_local,minimum_speed_mph,minimum_speed_time_local,touches_data_start,touches_data_end
L405S-115,2025-09-15,1.000000,46.743294,46.743294,0.926636,7668.600000,True,25,2.083333,12555.000000,1.637196,2025-09-15T06:40:00-07:00,2025-09-15T08:45:00-07:00,18.400000,2025-09-15T07:40:00-07:00,False,False
L405S-115,2025-09-16,1.000000,46.743294,46.743294,0.914900,7668.600000,True,40,3.333333,15801.000000,2.060480,2025-09-16T06:40:00-07:00,2025-09-16T10:00:00-07:00,8.200000,2025-09-16T08:10:00-07:00,False,False
L405S-115,2025-09-17,1.000000,46.743294,46.743294,0.860913,7668.600000,True,42,3.500000,16178.000000,2.109642,2025-09-17T06:40:00-07:00,2025-09-17T10:10:00-07:00,13.000000,2025-09-17T08:15:00-07:00,False,False
L405S-115,2025-09-18,1.000000,46.743294,46.743294,0.915161,7668.600000,True,36,3.000000,15439.000000,2.013275,2025-09-18T06:40:00-07:00,2025-09-18T09:40:00-07:00,8.100000,2025-09-18T07:55:00-07:00,False,False
L405S-115,2025-09-19,1.000000,46.743294,46.743294,0.907467,7668.600000,True,25,2.083333,12181.000000,1.588426,2025-09-19T06:50:00-07:00,2025-09-19T08:55:00-07:00,15.600000,2025-09-19T07:50:00-07:00,False,False
L405S-115,2025-09-22,1.000000,46.743294,46.743294,0.947239,7668.600000,True,24,2.000000,11506.000000,1.500404,2025-09-22T06:45:00-07:00,2025-09-22T08:45:00-07:00,12.300000,2025-09-22T07:40:00-07:00,False,False
L405S-115,2025-09-23,1.000000,46.743294,46.743294,0.895731,7668.600000,True,39,3.250000,14979.000000,1.953290,2025-09-23T06:40:00-07:00,2025-09-23T09:55:00-07:00,9.100000,2025-09-23T08:00:00-07:00,False,False
L405S-115,2025-09-24,1.000000,46.743294,46.743294,0.838745,7668.600000,True,39,3.250000,14739.000000,1.921994,2025-09-24T06:40:00-07:00,2025-09-24T09:55:00-07:00,15.600000,2025-09-24T08:30:00-07:00,False,False
L405S-115,2025-09-25,1.000000,46.743294,46.743294,0.757113,7668.600000,True,39,3.250000,14980.000000,1.953420,2025-09-25T06:40:00-07:00,2025-09-25T09:55:00-07:00,10.300000,2025-09-25T08:15:00-07:00,False,False
L405S-132,2025-09-05,1.000000,45.596602,45.596602,0.913527,8068.000000,True,13,1.083333,7602.333333,0.942282,2025-09-05T06:50:00-07:00,2025-09-05T07:55:00-07:00,37.333333,2025-09-05T07:40:00-07:00,False,False
L405S-132,2025-09-08,1.000000,45.596602,45.596602,0.883862,8068.000000,True,31,2.583333,13974.333333,1.732069,2025-09-08T06:50:00-07:00,2025-09-08T09:25:00-07:00,21.433333,2025-09-08T07:45:00-07:00,False,False
L405S-132,2025-09-09,1.000000,45.596602,45.596602,0.934267,8068.000000,True,36,3.000000,18012.666667,2.232606,2025-09-09T06:40:00-07:00,2025-09-09T09:40:00-07:00,22.866667,2025-09-09T08:00:00-07:00,False,False
L405S-132,2025-09-10,1.000000,45.596602,45.596602,0.980954,8068.000000,True,32,2.666667,14217.000000,1.762147,2025-09-10T07:10:00-07:00,2025-09-10T09:50:00-07:00,20.633333,2025-09-10T08:25:00-07:00,False,False
L405S-132,2025-09-11,1.000000,45.596602,45.596602,0.967361,8068.000000,True,35,2.916667,17053.333333,2.113700,2025-09-11T07:00:00-07:00,2025-09-11T09:55:00-07:00,23.366667,2025-09-11T08:05:00-07:00,False,False
L405S-132,2025-09-12,1.000000,45.596602,45.596602,0.905801,8068.000000,True,14,1.166667,8105.333333,1.004627,2025-09-12T06:50:00-07:00,2025-09-12T08:00:00-07:00,38.566667,2025-09-12T07:00:00-07:00,False,False
L405S-132,2025-09-15,1.000000,45.596602,45.596602,1.014295,8068.000000,True,20,1.666667,11662.000000,1.445464,2025-09-15T07:10:00-07:00,2025-09-15T08:50:00-07:00,32.166667,2025-09-15T07:35:00-07:00,False,False
L405S-132,2025-09-16,1.000000,45.596602,45.596602,0.881342,8068.000000,True,38,3.166667,15838.000000,1.963064,2025-09-16T06:50:00-07:00,2025-09-16T10:00:00-07:00,19.266667,2025-09-16T08:50:00-07:00,False,False
L405S-132,2025-09-17,1.000000,45.596602,45.596602,0.875764,8068.000000,True,41,3.416667,17999.000000,2.230912,2025-09-17T06:40:00-07:00,2025-09-17T10:05:00-07:00,21.066667,2025-09-17T08:55:00-07:00,False,False
L405S-132,2025-09-18,1.000000,45.596602,45.596602,0.977814,8068.000000,True,29,2.416667,13608.333333,1.686705,2025-09-18T07:05:00-07:00,2025-09-18T09:30:00-07:00,22.266667,2025-09-18T07:55:00-07:00,False,False
L405S-132,2025-09-19,1.000000,45.596602,45.596602,0.976987,8068.000000,True,24,2.000000,13702.333333,1.698356,2025-09-19T07:15:00-07:00,2025-09-19T09:15:00-07:00,32.333333,2025-09-19T07:45:00-07:00,False,False
L405S-132,2025-09-22,1.000000,45.596602,45.596602,1.000165,8068.000000,True,25,2.083333,13983.666667,1.733226,2025-09-22T06:50:00-07:00,2025-09-22T08:55:00-07:00,27.333333,2025-09-22T07:50:00-07:00,False,False
L405S-132,2025-09-23,1.000000,45.596602,45.596602,0.879855,8068.000000,True,39,3.250000,16631.333333,2.061395,2025-09-23T06:40:00-07:00,2025-09-23T09:55:00-07:00,17.866667,2025-09-23T07:55:00-07:00,False,False
L405S-132,2025-09-24,1.000000,45.596602,45.596602,0.854363,8068.000000,True,37,3.083333,15665.000000,1.941621,2025-09-24T06:45:00-07:00,2025-09-24T09:50:00-07:00,20.300000,2025-09-24T08:25:00-07:00,False,False
L405S-132,2025-09-25,1.000000,45.596602,45.596602,0.754793,8068.000000,True,37,3.083333,16071.333333,1.991985,2025-09-25T06:45:00-07:00,2025-09-25T09:50:00-07:00,21.100000,2025-09-25T08:10:00-07:00,False,False
L405S-114,2025-09-05,1.050000,45.468734,47.742171,0.953593,6600.300000,True,13,1.083333,6325.000000,0.958290,2025-09-05T06:50:00-07:00,2025-09-05T07:55:00-07:00,35.700000,2025-09-05T07:10:00-07:00,False,False
L405S-114,2025-09-08,1.050000,45.468734,47.742171,0.926928,6600.300000,True,33,2.750000,12907.000000,1.955517,2025-09-08T06:40:00-07:00,2025-09-08T09:25:00-07:00,24.550000,2025-09-08T08:45:00-07:00,False,False
L405S-114,2025-09-09,1.050000,45.468734,47.742171,0.859128,6600.300000,True,41,3.416667,15563.500000,2.357999,2025-09-09T06:30:00-07:00,2025-09-09T09:55:00-07:00,19.650000,2025-09-09T08:50:00-07:00,False,False
L405S-114,2025-09-10,1.050000,45.468734,47.742171,0.937836,6600.300000,True,42,3.500000,15772.500000,2.389664,2025-09-10T06:40:00-07:00,2025-09-10T10:10:00-07:00,19.800000,2025-09-10T08:35:00-07:00,False,False
L405S-114,2025-09-11,1.050000,45.468734,47.742171,0.903898,6600.300000,True,39,3.250000,14901.500000,2.257700,2025-09-11T06:45:00-07:00,2025-09-11T10:00:00-07:00,24.100000,2025-09-11T08:05:00-07:00,False,False
L405S-114,2025-09-12,1.050000,45.468734,47.742171,0.930109,6600.300000,True,13,1.083333,6304.000000,0.955108,2025-09-12T06:45:00-07:00,2025-09-12T07:50:00-07:00,33.350000,2025-09-12T07:35:00-07:00,False,False
L405S-114,2025-09-15,1.050000,45.468734,47.742171,0.977834,6600.300000,True,25,2.083333,11547.500000,1.749542,2025-09-15T06:40:00-07:00,2025-09-15T08:45:00-07:00,28.000000,2025-09-15T07:35:00-07:00,False,False
L405S-114,2025-09-16,1.050000,45.468734,47.742171,0.931170,6600.300000,True,40,3.333333,14201.000000,2.151569,2025-09-16T06:40:00-07:00,2025-09-16T10:00:00-07:00,20.600000,2025-09-16T09:00:00-07:00,False,False
L405S-114,2025-09-17,1.050000,45.468734,47.742171,0.825872,6600.300000,True,41,3.416667,14826.500000,2.246337,2025-09-17T06:40:00-07:00,2025-09-17T10:05:00-07:00,20.900000,2025-09-17T07:40:00-07:00,False,False
L405S-114,2025-09-18,1.050000,45.468734,47.742171,0.950033,6600.300000,True,36,3.000000,13793.000000,2.089753,2025-09-18T06:40:00-07:00,2025-09-18T09:40:00-07:00,21.950000,2025-09-18T08:05:00-07:00,False,False
L405S-114,2025-09-19,1.050000,45.468734,47.742171,0.929579,6600.300000,True,25,2.083333,10980.000000,1.663561,2025-09-19T06:50:00-07:00,2025-09-19T08:55:00-07:00,26.800000,2025-09-19T07:55:00-07:00,False,False
L405S-114,2025-09-22,1.050000,45.468734,47.742171,1.020484,6600.300000,True,24,2.000000,10484.500000,1.588488,2025-09-22T06:45:00-07:00,2025-09-22T08:45:00-07:00,21.500000,2025-09-22T07:55:00-07:00,False,False
L405S-114,2025-09-23,1.050000,45.468734,47.742171,0.914580,6600.300000,True,40,3.333333,14330.500000,2.171189,2025-09-23T06:35:00-07:00,2025-09-23T09:55:00-07:00,21.600000,2025-09-23T08:05:00-07:00,False,False
L405S-114,2025-09-24,1.050000,45.468734,47.742171,0.890717,6600.300000,True,39,3.250000,13929.500000,2.110434,2025-09-24T06:40:00-07:00,2025-09-24T09:55:00-07:00,21.850000,2025-09-24T07:55:00-07:00,False,False
L405S-114,2025-09-25,1.050000,45.468734,47.742171,0.754814,6600.300000,True,39,3.250000,13667.000000,2.070663,2025-09-25T06:40:00-07:00,2025-09-25T09:55:00-07:00,19.400000,2025-09-25T06:55:00-07:00,False,False
L405S-115,2025-09-05,1.050000,46.743294,49.080459,0.923115,7668.600000,True,15,1.250000,8043.000000,1.048822,2025-09-05T06:45:00-07:00,2025-09-05T08:00:00-07:00,24.300000,2025-09-05T07:40:00-07:00,False,False
L405S-115,2025-09-08,1.050000,46.743294,49.080459,0.836007,7668.600000,True,33,2.750000,13052.000000,1.702006,2025-09-08T06:40:00-07:00,2025-09-08T09:25:00-07:00,21.700000,2025-09-08T08:45:00-07:00,False,False
L405S-115,2025-09-09,1.050000,46.743294,49.080459,0.842918,7668.600000,True,43,3.583333,18629.000000,2.429257,2025-09-09T06:25:00-07:00,2025-09-09T10:00:00-07:00,10.700000,2025-09-09T08:05:00-07:00,False,False
L405S-115,2025-09-10,1.050000,46.743294,49.080459,0.927288,7668.600000,True,43,3.583333,18454.000000,2.406437,2025-09-10T06:35:00-07:00,2025-09-10T10:10:00-07:00,6.200000,2025-09-10T08:35:00-07:00,False,False
L405S-115,2025-09-11,1.050000,46.743294,49.080459,0.908380,7668.600000,True,40,3.333333,16771.000000,2.186970,2025-09-11T06:45:00-07:00,2025-09-11T10:05:00-07:00,11.200000,2025-09-11T08:10:00-07:00,False,False
L405S-115,2025-09-12,1.050000,46.743294,49.080459,0.910466,7668.600000,True,14,1.166667,7541.000000,0.983361,2025-09-12T06:45:00-07:00,2025-09-12T07:55:00-07:00,22.900000,2025-09-12T07:35:00-07:00,False,False
L405S-115,2025-09-15,1.050000,46.743294,49.080459,0.926636,7668.600000,True,26,2.166667,12996.000000,1.694703,2025-09-15T06:40:00-07:00,2025-09-15T08:50:00-07:00,18.400000,2025-09-15T07:40:00-07:00,False,False
L405S-115,2025-09-16,1.050000,46.743294,49.080459,0.914900,7668.600000,True,40,3.333333,15801.000000,2.060480,2025-09-16T06:40:00-07:00,2025-09-16T10:00:00-07:00,8.200000,2025-09-16T08:10:00-07:00,False,False
L405S-115,2025-09-17,1.050000,46.743294,49.080459,0.860913,7668.600000,True,42,3.500000,16178.000000,2.109642,2025-09-17T06:40:00-07:00,2025-09-17T10:10:00-07:00,13.000000,2025-09-17T08:15:00-07:00,False,False
L405S-115,2025-09-18,1.050000,46.743294,49.080459,0.915161,7668.600000,True,37,3.083333,15975.000000,2.083170,2025-09-18T06:40:00-07:00,2025-09-18T09:45:00-07:00,8.100000,2025-09-18T07:55:00-07:00,False,False
L405S-115,2025-09-19,1.050000,46.743294,49.080459,0.907467,7668.600000,True,26,2.166667,12635.000000,1.647628,2025-09-19T06:50:00-07:00,2025-09-19T09:00:00-07:00,15.600000,2025-09-19T07:50:00-07:00,False,False
L405S-115,2025-09-22,1.050000,46.743294,49.080459,0.947239,7668.600000,True,24,2.000000,11506.000000,1.500404,2025-09-22T06:45:00-07:00,2025-09-22T08:45:00-07:00,12.300000,2025-09-22T07:40:00-07:00,False,False
L405S-115,2025-09-23,1.050000,46.743294,49.080459,0.895731,7668.600000,True,41,3.416667,16090.000000,2.098167,2025-09-23T06:35:00-07:00,2025-09-23T10:00:00-07:00,9.100000,2025-09-23T08:00:00-07:00,False,False
L405S-115,2025-09-24,1.050000,46.743294,49.080459,0.838745,7668.600000,True,39,3.250000,14739.000000,1.921994,2025-09-24T06:40:00-07:00,2025-09-24T09:55:00-07:00,15.600000,2025-09-24T08:30:00-07:00,False,False
L405S-115,2025-09-25,1.050000,46.743294,49.080459,0.757113,7668.600000,True,39,3.250000,14980.000000,1.953420,2025-09-25T06:40:00-07:00,2025-09-25T09:55:00-07:00,10.300000,2025-09-25T08:15:00-07:00,False,False
L405S-132,2025-09-05,1.050000,45.596602,47.876432,0.913527,8068.000000,True,15,1.250000,8700.333333,1.078375,2025-09-05T06:50:00-07:00,2025-09-05T08:05:00-07:00,37.333333,2025-09-05T07:40:00-07:00,False,False
L405S-132,2025-09-08,1.050000,45.596602,47.876432,0.883862,8068.000000,True,33,2.750000,15224.333333,1.887002,2025-09-08T06:40:00-07:00,2025-09-08T09:25:00-07:00,21.433333,2025-09-08T07:45:00-07:00,False,False
L405S-132,2025-09-09,1.050000,45.596602,47.876432,0.934267,8068.000000,True,37,3.083333,18642.333333,2.310651,2025-09-09T06:40:00-07:00,2025-09-09T09:45:00-07:00,22.866667,2025-09-09T08:00:00-07:00,False,False
L405S-132,2025-09-10,1.050000,45.596602,47.876432,0.980954,8068.000000,True,36,3.000000,16682.000000,2.067675,2025-09-10T07:05:00-07:00,2025-09-10T10:05:00-07:00,20.633333,2025-09-10T08:25:00-07:00,False,False
L405S-132,2025-09-11,1.050000,45.596602,47.876432,0.967361,8068.000000,True,37,3.083333,18420.333333,2.283135,2025-09-11T06:55:00-07:00,2025-09-11T10:00:00-07:00,23.366667,2025-09-11T08:05:00-07:00,False,False
L405S-132,2025-09-12,1.050000,45.596602,47.876432,0.905801,8068.000000,True,14,1.166667,8105.333333,1.004627,2025-09-12T06:50:00-07:00,2025-09-12T08:00:00-07:00,38.566667,2025-09-12T07:00:00-07:00,False,False
L405S-132,2025-09-15,1.050000,45.596602,47.876432,1.014295,8068.000000,True,24,2.000000,14416.666667,1.786895,2025-09-15T06:50:00-07:00,2025-09-15T08:50:00-07:00,32.166667,2025-09-15T07:35:00-07:00,False,False
L405S-132,2025-09-16,1.050000,45.596602,47.876432,0.881342,8068.000000,True,40,3.333333,17061.333333,2.114692,2025-09-16T06:40:00-07:00,2025-09-16T10:00:00-07:00,19.266667,2025-09-16T08:50:00-07:00,False,False
L405S-132,2025-09-17,1.050000,45.596602,47.876432,0.875764,8068.000000,True,41,3.416667,17999.000000,2.230912,2025-09-17T06:40:00-07:00,2025-09-17T10:05:00-07:00,21.066667,2025-09-17T08:55:00-07:00,False,False
L405S-132,2025-09-18,1.050000,45.596602,47.876432,0.977814,8068.000000,True,33,2.750000,16183.666667,2.005908,2025-09-18T06:45:00-07:00,2025-09-18T09:30:00-07:00,22.266667,2025-09-18T07:55:00-07:00,False,False
L405S-132,2025-09-19,1.050000,45.596602,47.876432,0.976987,8068.000000,True,26,2.166667,14953.666667,1.853454,2025-09-19T07:05:00-07:00,2025-09-19T09:15:00-07:00,32.333333,2025-09-19T07:45:00-07:00,False,False
L405S-132,2025-09-22,1.050000,45.596602,47.876432,1.000165,8068.000000,True,26,2.166667,14443.000000,1.790159,2025-09-22T06:50:00-07:00,2025-09-22T09:00:00-07:00,27.333333,2025-09-22T07:50:00-07:00,False,False
L405S-132,2025-09-23,1.050000,45.596602,47.876432,0.879855,8068.000000,True,40,3.333333,17197.333333,2.131549,2025-09-23T06:40:00-07:00,2025-09-23T10:00:00-07:00,17.866667,2025-09-23T07:55:00-07:00,False,False
L405S-132,2025-09-24,1.050000,45.596602,47.876432,0.854363,8068.000000,True,38,3.166667,16218.333333,2.010205,2025-09-24T06:45:00-07:00,2025-09-24T09:55:00-07:00,20.300000,2025-09-24T08:25:00-07:00,False,False
L405S-132,2025-09-25,1.050000,45.596602,47.876432,0.754793,8068.000000,True,38,3.166667,16665.333333,2.065609,2025-09-25T06:45:00-07:00,2025-09-25T09:55:00-07:00,21.100000,2025-09-25T08:10:00-07:00,False,False
L405S-114,2025-09-05,1.100000,45.468734,50.015607,0.953593,6600.300000,True,14,1.166667,6846.000000,1.037226,2025-09-05T06:45:00-07:00,2025-09-05T07:55:00-07:00,35.700000,2025-09-05T07:10:00-07:00,False,False
L405S-114,2025-09-08,1.100000,45.468734,50.015607,0.926928,6600.300000,True,34,2.833333,13357.000000,2.023696,2025-09-08T06:40:00-07:00,2025-09-08T09:30:00-07:00,24.550000,2025-09-08T08:45:00-07:00,False,False
L405S-114,2025-09-09,1.100000,45.468734,50.015607,0.859128,6600.300000,True,41,3.416667,15563.500000,2.357999,2025-09-09T06:30:00-07:00,2025-09-09T09:55:00-07:00,19.650000,2025-09-09T08:50:00-07:00,False,False
L405S-114,2025-09-10,1.100000,45.468734,50.015607,0.937836,6600.300000,True,43,3.583333,16304.000000,2.470191,2025-09-10T06:35:00-07:00,2025-09-10T10:10:00-07:00,19.800000,2025-09-10T08:35:00-07:00,False,False
L405S-114,2025-09-11,1.100000,45.468734,50.015607,0.903898,6600.300000,True,39,3.250000,14901.500000,2.257700,2025-09-11T06:45:00-07:00,2025-09-11T10:00:00-07:00,24.100000,2025-09-11T08:05:00-07:00,False,False
L405S-114,2025-09-12,1.100000,45.468734,50.015607,0.930109,6600.300000,True,14,1.166667,6718.000000,1.017833,2025-09-12T06:45:00-07:00,2025-09-12T07:55:00-07:00,33.350000,2025-09-12T07:35:00-07:00,False,False
L405S-114,2025-09-15,1.100000,45.468734,50.015607,0.977834,6600.300000,True,26,2.166667,11943.000000,1.809463,2025-09-15T06:40:00-07:00,2025-09-15T08:50:00-07:00,28.000000,2025-09-15T07:35:00-07:00,False,False
L405S-114,2025-09-16,1.100000,45.468734,50.015607,0.931170,6600.300000,True,40,3.333333,14201.000000,2.151569,2025-09-16T06:40:00-07:00,2025-09-16T10:00:00-07:00,20.600000,2025-09-16T09:00:00-07:00,False,False
L405S-114,2025-09-17,1.100000,45.468734,50.015607,0.825872,6600.300000,True,41,3.416667,14826.500000,2.246337,2025-09-17T06:40:00-07:00,2025-09-17T10:05:00-07:00,20.900000,2025-09-17T07:40:00-07:00,False,False
L405S-114,2025-09-18,1.100000,45.468734,50.015607,0.950033,6600.300000,True,36,3.000000,13793.000000,2.089753,2025-09-18T06:40:00-07:00,2025-09-18T09:40:00-07:00,21.950000,2025-09-18T08:05:00-07:00,False,False
L405S-114,2025-09-19,1.100000,45.468734,50.015607,0.929579,6600.300000,True,26,2.166667,11375.000000,1.723407,2025-09-19T06:50:00-07:00,2025-09-19T09:00:00-07:00,26.800000,2025-09-19T07:55:00-07:00,False,False
L405S-114,2025-09-22,1.100000,45.468734,50.015607,1.020484,6600.300000,True,25,2.083333,10872.500000,1.647274,2025-09-22T06:45:00-07:00,2025-09-22T08:50:00-07:00,21.500000,2025-09-22T07:55:00-07:00,False,False
L405S-114,2025-09-23,1.100000,45.468734,50.015607,0.914580,6600.300000,True,40,3.333333,14330.500000,2.171189,2025-09-23T06:35:00-07:00,2025-09-23T09:55:00-07:00,21.600000,2025-09-23T08:05:00-07:00,False,False
L405S-114,2025-09-24,1.100000,45.468734,50.015607,0.890717,6600.300000,True,39,3.250000,13929.500000,2.110434,2025-09-24T06:40:00-07:00,2025-09-24T09:55:00-07:00,21.850000,2025-09-24T07:55:00-07:00,False,False
L405S-114,2025-09-25,1.100000,45.468734,50.015607,0.754814,6600.300000,True,39,3.250000,13667.000000,2.070663,2025-09-25T06:40:00-07:00,2025-09-25T09:55:00-07:00,19.400000,2025-09-25T06:55:00-07:00,False,False
L405S-115,2025-09-05,1.100000,46.743294,51.417623,0.923115,7668.600000,True,15,1.250000,8043.000000,1.048822,2025-09-05T06:45:00-07:00,2025-09-05T08:00:00-07:00,24.300000,2025-09-05T07:40:00-07:00,False,False
L405S-115,2025-09-08,1.100000,46.743294,51.417623,0.836007,7668.600000,True,34,2.833333,13531.000000,1.764468,2025-09-08T06:40:00-07:00,2025-09-08T09:30:00-07:00,21.700000,2025-09-08T08:45:00-07:00,False,False
L405S-115,2025-09-09,1.100000,46.743294,51.417623,0.842918,7668.600000,True,43,3.583333,18629.000000,2.429257,2025-09-09T06:25:00-07:00,2025-09-09T10:00:00-07:00,10.700000,2025-09-09T08:05:00-07:00,False,False
L405S-115,2025-09-10,1.100000,46.743294,51.417623,0.927288,7668.600000,True,44,3.666667,18946.000000,2.470594,2025-09-10T06:35:00-07:00,2025-09-10T10:15:00-07:00,6.200000,2025-09-10T08:35:00-07:00,False,False
L405S-115,2025-09-11,1.100000,46.743294,51.417623,0.908380,7668.600000,True,40,3.333333,16771.000000,2.186970,2025-09-11T06:45:00-07:00,2025-09-11T10:05:00-07:00,11.200000,2025-09-11T08:10:00-07:00,False,False
L405S-115,2025-09-12,1.100000,46.743294,51.417623,0.910466,7668.600000,True,14,1.166667,7541.000000,0.983361,2025-09-12T06:45:00-07:00,2025-09-12T07:55:00-07:00,22.900000,2025-09-12T07:35:00-07:00,False,False
L405S-115,2025-09-15,1.100000,46.743294,51.417623,0.926636,7668.600000,True,26,2.166667,12996.000000,1.694703,2025-09-15T06:40:00-07:00,2025-09-15T08:50:00-07:00,18.400000,2025-09-15T07:40:00-07:00,False,False
L405S-115,2025-09-16,1.100000,46.743294,51.417623,0.914900,7668.600000,True,40,3.333333,15801.000000,2.060480,2025-09-16T06:40:00-07:00,2025-09-16T10:00:00-07:00,8.200000,2025-09-16T08:10:00-07:00,False,False
L405S-115,2025-09-17,1.100000,46.743294,51.417623,0.860913,7668.600000,True,42,3.500000,16178.000000,2.109642,2025-09-17T06:40:00-07:00,2025-09-17T10:10:00-07:00,13.000000,2025-09-17T08:15:00-07:00,False,False
L405S-115,2025-09-18,1.100000,46.743294,51.417623,0.915161,7668.600000,True,38,3.166667,16590.000000,2.163367,2025-09-18T06:35:00-07:00,2025-09-18T09:45:00-07:00,8.100000,2025-09-18T07:55:00-07:00,False,False
L405S-115,2025-09-19,1.100000,46.743294,51.417623,0.907467,7668.600000,True,27,2.250000,13098.000000,1.708004,2025-09-19T06:50:00-07:00,2025-09-19T09:05:00-07:00,15.600000,2025-09-19T07:50:00-07:00,False,False
L405S-115,2025-09-22,1.100000,46.743294,51.417623,0.947239,7668.600000,True,25,2.083333,11928.000000,1.555434,2025-09-22T06:45:00-07:00,2025-09-22T08:50:00-07:00,12.300000,2025-09-22T07:40:00-07:00,False,False
L405S-115,2025-09-23,1.100000,46.743294,51.417623,0.895731,7668.600000,True,41,3.416667,16090.000000,2.098167,2025-09-23T06:35:00-07:00,2025-09-23T10:00:00-07:00,9.100000,2025-09-23T08:00:00-07:00,False,False
L405S-115,2025-09-24,1.100000,46.743294,51.417623,0.838745,7668.600000,True,40,3.333333,15221.000000,1.984847,2025-09-24T06:40:00-07:00,2025-09-24T10:00:00-07:00,15.600000,2025-09-24T08:30:00-07:00,False,False
L405S-115,2025-09-25,1.100000,46.743294,51.417623,0.757113,7668.600000,True,39,3.250000,14980.000000,1.953420,2025-09-25T06:40:00-07:00,2025-09-25T09:55:00-07:00,10.300000,2025-09-25T08:15:00-07:00,False,False
L405S-132,2025-09-05,1.100000,45.596602,50.156262,0.913527,8068.000000,True,15,1.250000,8700.333333,1.078375,2025-09-05T06:50:00-07:00,2025-09-05T08:05:00-07:00,37.333333,2025-09-05T07:40:00-07:00,False,False
L405S-132,2025-09-08,1.100000,45.596602,50.156262,0.883862,8068.000000,True,34,2.833333,15749.333333,1.952074,2025-09-08T06:40:00-07:00,2025-09-08T09:30:00-07:00,21.433333,2025-09-08T07:45:00-07:00,False,False
L405S-132,2025-09-09,1.100000,45.596602,50.156262,0.934267,8068.000000,True,42,3.500000,21907.333333,2.715336,2025-09-09T06:30:00-07:00,2025-09-09T10:00:00-07:00,22.866667,2025-09-09T08:00:00-07:00,False,False
L405S-132,2025-09-10,1.100000,45.596602,50.156262,0.980954,8068.000000,True,37,3.083333,17320.000000,2.146753,2025-09-10T07:05:00-07:00,2025-09-10T10:10:00-07:00,20.633333,2025-09-10T08:25:00-07:00,False,False
L405S-132,2025-09-11,1.100000,45.596602,50.156262,0.967361,8068.000000,True,39,3.250000,19709.333333,2.442902,2025-09-11T06:45:00-07:00,2025-09-11T10:00:00-07:00,23.366667,2025-09-11T08:05:00-07:00,False,False
L405S-132,2025-09-12,1.100000,45.596602,50.156262,0.905801,8068.000000,True,16,1.333333,9293.666667,1.151917,2025-09-12T06:45:00-07:00,2025-09-12T08:05:00-07:00,38.566667,2025-09-12T07:00:00-07:00,False,False
L405S-132,2025-09-15,1.100000,45.596602,50.156262,1.014295,8068.000000,True,27,2.250000,16332.333333,2.024335,2025-09-15T06:40:00-07:00,2025-09-15T08:55:00-07:00,32.166667,2025-09-15T07:35:00-07:00,False,False
L405S-132,2025-09-16,1.100000,45.596602,50.156262,0.881342,8068.000000,True,40,3.333333,17061.333333,2.114692,2025-09-16T06:40:00-07:00,2025-09-16T10:00:00-07:00,19.266667,2025-09-16T08:50:00-07:00,False,False
L405S-132,2025-09-17,1.100000,45.596602,50.156262,0.875764,8068.000000,True,42,3.500000,18576.666667,2.302512,2025-09-17T06:40:00-07:00,2025-09-17T10:10:00-07:00,21.066667,2025-09-17T08:55:00-07:00,False,False
L405S-132,2025-09-18,1.100000,45.596602,50.156262,0.977814,8068.000000,True,36,3.000000,18152.666667,2.249959,2025-09-18T06:35:00-07:00,2025-09-18T09:35:00-07:00,22.266667,2025-09-18T07:55:00-07:00,False,False
L405S-132,2025-09-19,1.100000,45.596602,50.156262,0.976987,8068.000000,True,27,2.250000,15539.000000,1.926004,2025-09-19T07:05:00-07:00,2025-09-19T09:20:00-07:00,32.333333,2025-09-19T07:45:00-07:00,False,False
L405S-132,2025-09-22,1.100000,45.596602,50.156262,1.000165,8068.000000,True,27,2.250000,15118.666667,1.873905,2025-09-22T06:45:00-07:00,2025-09-22T09:00:00-07:00,27.333333,2025-09-22T07:50:00-07:00,False,False
L405S-132,2025-09-23,1.100000,45.596602,50.156262,0.879855,8068.000000,True,41,3.416667,17776.000000,2.203272,2025-09-23T06:35:00-07:00,2025-09-23T10:00:00-07:00,17.866667,2025-09-23T07:55:00-07:00,False,False
L405S-132,2025-09-24,1.100000,45.596602,50.156262,0.854363,8068.000000,True,39,3.250000,16818.333333,2.084573,2025-09-24T06:40:00-07:00,2025-09-24T09:55:00-07:00,20.300000,2025-09-24T08:25:00-07:00,False,False
L405S-132,2025-09-25,1.100000,45.596602,50.156262,0.754793,8068.000000,True,39,3.250000,16938.333333,2.099446,2025-09-25T06:40:00-07:00,2025-09-25T09:55:00-07:00,21.100000,2025-09-25T08:10:00-07:00,False,False
