station_id,rows,dates,usable_cells,minimum_pct_observed,median_pct_observed,usable_fraction
1201711,720,15,720,100.0,100.0,1.0
1201715,720,15,720,50.0,50.0,1.0
1201757,720,15,720,100.0,100.0,1.0
1201763,720,15,0,0.0,0.0,0.0
1201793,720,15,720,100.0,100.0,1.0
1201797,720,15,720,100.0,100.0,1.0
1201805,720,15,672,0.0,75.0,0.9333333333333333
1222286,720,15,720,50.0,67.0,1.0
1222327,720,15,720,40.0,80.0,1.0
1222749,720,15,720,100.0,100.0,1.0
1222804,720,15,144,0.0,0.0,0.2
