corridor,facility,tmc_code,date_local,observed_15min_bins,minimum_speed_mph,mean_speed_mph,mean_s3_flow_vph_link,expected_15min_bins,complete_day
I-95 NB,GP,110+04147,2025-10-14,96,45.419999999999995,67.72621527777777,4367.059156738674,96,True
I-95 NB,GP,110+04147,2025-10-15,96,24.22,66.92746527777778,4337.8081179996525,96,True
I-95 NB,GP,110+04147,2025-10-16,96,10.686666666666667,60.726979166666666,4437.6646197939335,96,True
I-95 NB,GP,110+04147,2025-10-17,96,24.883333333333336,60.250590277777775,4584.531652609937,96,True
I-95 NB,GP,110+04147,2025-10-20,96,10.18,60.258472222222224,4104.049581961154,96,True
I-95 NB,GP,110+04147,2025-10-21,96,27.343333333333334,66.83954861111111,4143.315051685521,96,True
I-95 NB,GP,110+04147,2025-10-22,96,43.21666666666667,69.310625,3832.274455794097,96,True
I-95 NB,GP,110+04147,2025-10-23,96,22.326666666666664,63.25920138888889,4230.473757828697,96,True
I-95 NB,GP,110+04147,2025-10-24,96,18.51,58.069826388888885,4620.0126572314575,96,True
I-95 NB,GP,110+04147,2025-10-27,96,51.699999999999996,68.87579861111111,4033.752801077602,96,True
I-95 NB,GP,110+04147,2025-10-28,96,54.95333333333334,68.5646875,4102.868651602507,96,True
I-95 NB,GP,110+04147,2025-10-29,96,28.060000000000002,66.47829861111111,4445.035228678297,96,True
I-95 NB,GP,110+04147,2025-10-30,96,6.743333333333333,62.91190972222222,4339.380025570719,96,True
I-95 NB,GP,110+04147,2025-10-31,96,30.026666666666667,66.26986111111111,4269.575696677068,96,True
I-95 NB,GP,110+04148,2025-10-01,96,38.70666666666667,65.95468749999999,4692.932492643109,96,True
I-95 NB,GP,110+04148,2025-10-02,96,35.56333333333333,63.05399305555556,4735.67420913382,96,True
I-95 NB,GP,110+04148,2025-10-03,96,29.44333333333333,58.96736111111111,4897.328408406846,96,True
I-95 NB,GP,110+04148,2025-10-06,96,35.36333333333334,67.2779861111111,4258.123121921911,96,True
I-95 NB,GP,110+04148,2025-10-07,96,29.496666666666666,65.60652777777777,4483.092645248708,96,True
I-95 NB,GP,110+04148,2025-10-08,96,37.18,64.0964236111111,4744.943600493978,96,True
I-95 NB,GP,110+04148,2025-10-09,96,27.423333333333336,59.221354166666664,5058.689535342357,96,True
I-95 NB,GP,110+04148,2025-10-10,96,26.363333333333333,55.64347222222222,5061.810455004172,96,True
I-95 NB,GP,110+04148,2025-10-13,96,23.546666666666667,57.96465277777778,4754.902868357635,96,True
I-95 NB,GP,110+04148,2025-10-14,96,48.01666666666667,66.50996527777778,4756.162678680142,96,True
I-95 NB,GP,110+04148,2025-10-15,96,28.99,65.47197916666667,4703.815303614637,96,True
I-95 NB,GP,110+04148,2025-10-16,96,32.830000000000005,61.344027777777775,4910.575285231017,96,True
I-95 NB,GP,110+04148,2025-10-17,96,30.209999999999997,59.584409722222226,4856.244059661577,96,True
I-95 NB,GP,110+04148,2025-10-20,96,10.836666666666668,57.475277777777784,4428.097285442108,96,True
I-95 NB,GP,110+04148,2025-10-21,96,15.37,60.918194444444445,4575.399453906951,96,True
I-95 NB,GP,110+04148,2025-10-22,96,46.373333333333335,67.72572916666667,4386.536052105222,96,True
I-95 NB,GP,110+04148,2025-10-23,96,31.03,62.56395833333334,4675.287802319748,96,True
I-95 NB,GP,110+04148,2025-10-24,96,32.92666666666667,59.72479166666667,5025.579872234263,96,True
I-95 NB,GP,110+04148,2025-10-27,96,50.77,68.04048611111111,4395.812039246819,96,True
I-95 NB,GP,110+04148,2025-10-28,96,44.64000000000001,67.2625,4562.3745159629225,96,True
I-95 NB,GP,110+04148,2025-10-29,96,48.296666666666674,66.28336805555556,4838.841380661526,96,True
I-95 NB,GP,110+04148,2025-10-30,96,8.74,61.64684027777778,4827.272500442131,96,True
I-95 NB,GP,110+04148,2025-10-31,96,34.666666666666664,63.41128472222223,4703.735424031903,96,True
I-95 NB,GP,110+04150,2025-10-01,96,18.893333333333334,63.93118055555556,3196.939516601779,96,True
I-95 NB,GP,110+04150,2025-10-02,96,44.343333333333334,67.2703125,3024.149113273665,96,True
I-95 NB,GP,110+04150,2025-10-03,96,11.54,53.12979166666667,3059.1401310023316,96,True
I-95 NB,GP,110+04150,2025-10-06,96,39.86,68.14378472222222,2766.241241766928,96,True
I-95 NB,GP,110+04150,2025-10-07,96,11.04,63.76645833333333,2884.9188838456594,96,True
I-95 NB,GP,110+04150,2025-10-08,96,16.563333333333333,61.045034722222226,3183.1657713698555,96,True
I-95 NB,GP,110+04150,2025-10-09,96,13.700000000000001,52.80256944444444,3139.2925551773787,96,True
I-95 NB,GP,110+04150,2025-10-10,96,13.26,52.51128472222222,3095.809051166112,96,True
I-95 NB,GP,110+04150,2025-10-13,96,12.446666666666667,53.791493055555556,3002.6301000440726,96,True
I-95 NB,GP,110+04150,2025-10-14,96,41.449999999999996,66.72100694444444,3137.1931405779437,96,True
I-95 NB,GP,110+04150,2025-10-15,96,52.580000000000005,67.56559027777779,3023.972762349151,96,True
I-95 NB,GP,110+04150,2025-10-16,96,16.153333333333332,61.86888888888888,3201.438363937136,96,True
I-95 NB,GP,110+04150,2025-10-17,96,13.833333333333334,54.19642361111111,3072.734799871288,96,True
I-95 NB,GP,110+04150,2025-10-20,96,8.593333333333334,62.531041666666674,2876.068435593563,96,True
I-95 NB,GP,110+04150,2025-10-21,96,6.246666666666666,58.50145833333334,2904.6827336034453,96,True
I-95 NB,GP,110+04150,2025-10-22,96,44.27333333333333,67.94333333333334,2827.7711538787808,96,True
I-95 NB,GP,110+04150,2025-10-23,96,18.686666666666667,65.16600694444445,3171.9058668952134,96,True
I-95 NB,GP,110+04150,2025-10-24,96,10.026666666666666,57.75177083333333,3211.8782939865055,96,True
I-95 NB,GP,110+04150,2025-10-27,96,11.956666666666665,64.37763888888888,2879.3367708784335,96,True
I-95 NB,GP,110+04150,2025-10-28,96,18.496666666666666,66.04809027777777,3080.5988983607153,96,True
I-95 NB,GP,110+04150,2025-10-29,96,15.543333333333335,65.97538194444444,3179.741783531869,96,True
I-95 NB,GP,110+04150,2025-10-30,96,14.706666666666665,63.33805555555555,3194.092857383661,96,True
I-95 NB,GP,110+04150,2025-10-31,96,21.590000000000003,66.36003472222222,2986.8673397776915,96,True
I-95 NB,GP,110+04151,2025-10-01,96,15.426666666666668,52.41538194444445,5385.167605855978,96,True
I-95 NB,GP,110+04151,2025-10-02,96,20.623333333333335,56.33739583333334,5420.973359598126,96,True
I-95 NB,GP,110+04151,2025-10-03,96,10.9,44.74885416666667,5105.495029519977,96,True
I-95 NB,GP,110+04151,2025-10-06,96,14.37,62.53371527777778,5065.14960516377,96,True
I-95 NB,GP,110+04151,2025-10-07,96,20.44333333333333,62.75888888888889,5102.2771892336905,96,True
I-95 NB,GP,110+04151,2025-10-08,96,16.963333333333335,54.633125,5177.288401044948,96,True
I-95 NB,GP,110+04151,2025-10-09,96,17.726666666666667,46.49989583333333,5084.782144248459,96,True
I-95 NB,GP,110+04151,2025-10-10,96,18.173333333333336,48.62107638888889,5239.669997101818,96,True
I-95 NB,GP,110+04151,2025-10-13,96,17.293333333333333,51.621493055555554,5079.329285724028,96,True
I-95 NB,GP,110+04151,2025-10-14,96,16.23,60.6428125,5230.506335666176,96,True
I-95 NB,GP,110+04151,2025-10-15,96,19.953333333333333,59.56399305555556,5309.847873001221,96,True
I-95 NB,GP,110+04151,2025-10-16,96,18.06,52.31482638888889,5161.964595004011,96,True
I-95 NB,GP,110+04151,2025-10-17,96,17.896666666666665,48.87982638888889,5305.650375470496,96,True
I-95 NB,GP,110+04151,2025-10-20,96,17.503333333333334,58.60736111111111,5105.728962911947,96,True
I-95 NB,GP,110+04151,2025-10-21,96,8.296666666666667,54.2134375,4971.910667385832,96,True
I-95 NB,GP,110+04151,2025-10-22,96,17.599999999999998,60.49322916666667,5082.22962955321,96,True
I-95 NB,GP,110+04151,2025-10-23,96,21.180000000000003,56.78451388888889,5352.075538435209,96,True
I-95 NB,GP,110+04151,2025-10-24,96,9.666666666666666,49.02770833333333,5233.101609081986,96,True
I-95 NB,GP,110+04151,2025-10-27,96,14.416666666666666,56.552013888888894,5066.609915377267,96,True
I-95 NB,GP,110+04151,2025-10-28,96,14.020000000000001,58.8128125,5248.106924446378,96,True
I-95 NB,GP,110+04151,2025-10-29,96,7.836666666666667,59.84479166666667,5348.115827180918,96,True
I-95 NB,GP,110+04151,2025-10-30,96,13.99,59.178958333333334,5392.886596131729,96,True
I-95 NB,GP,110+04151,2025-10-31,96,23.223333333333333,58.16548611111111,5374.930196905391,96,True
I-95 NB,GP,110+04152,2025-10-01,96,26.30666666666667,50.53583333333333,5499.675321359653,96,True
I-95 NB,GP,110+04152,2025-10-02,96,28.72666666666667,51.683125,5536.840045713742,96,True
I-95 NB,GP,110+04152,2025-10-03,96,26.310000000000002,50.0659375,5528.759879163761,96,True
I-95 NB,GP,110+04152,2025-10-06,96,26.013333333333332,57.009618055555556,5399.647740136017,96,True
I-95 NB,GP,110+04152,2025-10-07,96,32.24,62.09461805555555,5408.363429079142,96,True
I-95 NB,GP,110+04152,2025-10-08,96,27.223333333333333,54.71621527777777,5522.858887901267,96,True
I-95 NB,GP,110+04152,2025-10-09,96,24.483333333333334,48.22090277777778,5466.887997778255,96,True
I-95 NB,GP,110+04152,2025-10-10,96,28.05,47.8128125,5642.478994823719,96,True
I-95 NB,GP,110+04152,2025-10-13,96,27.97666666666667,54.19871527777778,5304.766559544217,96,True
I-95 NB,GP,110+04152,2025-10-14,96,33.836666666666666,60.806666666666665,5468.846129507343,96,True
I-95 NB,GP,110+04152,2025-10-15,96,27.36,55.24302083333333,5517.475567876194,96,True
I-95 NB,GP,110+04152,2025-10-16,96,24.49666666666667,51.70163194444444,5447.526991403566,96,True
I-95 NB,GP,110+04152,2025-10-17,96,26.150000000000002,48.79958333333334,5608.84411748107,96,True
I-95 NB,GP,110+04152,2025-10-20,96,24.22666666666667,57.109722222222224,5312.83853468452,96,True
I-95 NB,GP,110+04152,2025-10-21,96,30.87,58.764965277777776,5467.093914420496,96,True
I-95 NB,GP,110+04152,2025-10-22,96,30.78666666666666,59.60034722222222,5408.995949886345,96,True
I-95 NB,GP,110+04152,2025-10-23,96,26.373333333333335,53.02395833333333,5564.089806103945,96,True
I-95 NB,GP,110+04152,2025-10-24,96,24.429999999999996,48.98854166666666,5605.388105982375,96,True
I-95 NB,GP,110+04152,2025-10-27,96,30.883333333333336,58.98350694444445,5395.50191072112,96,True
I-95 NB,GP,110+04152,2025-10-28,96,31.463333333333335,58.56145833333333,5507.60830518129,96,True
I-95 NB,GP,110+04152,2025-10-29,96,9.28,59.384375,5551.249817599325,96,True
I-95 NB,GP,110+04152,2025-10-30,96,31.236666666666668,59.02194444444444,5718.352964621167,96,True
I-95 NB,GP,110+04152,2025-10-31,96,28.536666666666665,52.75565972222222,5491.285758362305,96,True
I-95 NB,GP,110+04154,2025-10-01,96,16.673333333333332,61.900416666666665,6381.6933494933955,96,True
I-95 NB,GP,110+04154,2025-10-02,96,29.333333333333332,64.27916666666667,6757.451507507052,96,True
I-95 NB,GP,110+04154,2025-10-03,96,39.31,64.5115625,6744.548201820442,96,True
I-95 NB,GP,110+04154,2025-10-06,96,23.25666666666667,65.47006944444445,6129.556075612524,96,True
I-95 NB,GP,110+04154,2025-10-07,96,22.53333333333333,65.05059027777777,6081.845895423411,96,True
I-95 NB,GP,110+04154,2025-10-08,96,14.766666666666666,61.94274305555555,6492.160368684239,96,True
I-95 NB,GP,110+04154,2025-10-09,96,16.83,58.2409375,6792.229068565095,96,True
I-95 NB,GP,110+04154,2025-10-10,96,7.89,58.46527777777778,6852.250333266231,96,True
I-95 NB,GP,110+04154,2025-10-13,96,19.433333333333334,60.48739583333333,6771.205352616534,96,True
I-95 NB,GP,110+04154,2025-10-14,96,14.923333333333334,60.301180555555554,6506.285621070784,96,True
I-95 NB,GP,110+04154,2025-10-15,96,19.213333333333335,63.47913194444445,6545.07348433712,96,True
I-95 NB,GP,110+04154,2025-10-16,96,22.24666666666667,63.37590277777778,6613.204526779212,96,True
I-95 NB,GP,110+04154,2025-10-17,96,27.8,62.83583333333333,6909.98410781943,96,True
I-95 NB,GP,110+04154,2025-10-20,96,9.48,63.29652777777778,6427.438073482128,96,True
I-95 NB,GP,110+04154,2025-10-21,96,12.216666666666667,61.54361111111111,6308.554203223288,96,True
I-95 NB,GP,110+04154,2025-10-22,96,19.22,63.71510416666666,6334.868879385963,96,True
I-95 NB,GP,110+04154,2025-10-23,96,17.62,62.866458333333334,6610.188296517071,96,True
I-95 NB,GP,110+04154,2025-10-24,96,18.37,59.65736111111111,6893.455967047467,96,True
I-95 NB,GP,110+04154,2025-10-27,96,31.843333333333334,65.20722222222223,6305.502062065902,96,True
I-95 NB,GP,110+04154,2025-10-28,96,25.33666666666667,63.85274305555556,6437.727199166125,96,True
I-95 NB,GP,110+04154,2025-10-29,96,14.796666666666667,63.132083333333334,6599.489306316001,96,True
I-95 NB,GP,110+04154,2025-10-30,96,41.89666666666667,65.22270833333333,6639.2100734992055,96,True
I-95 NB,GP,110+04154,2025-10-31,96,22.423333333333332,62.86940972222222,6553.713362910227,96,True
I-95 NB,GP,110+04155,2025-10-01,96,18.483333333333334,54.84604166666667,7322.418044226065,96,True
I-95 NB,GP,110+04155,2025-10-02,96,14.626666666666665,52.52767361111111,7330.396265248757,96,True
I-95 NB,GP,110+04155,2025-10-03,96,16.3,48.32180555555556,7296.866511845452,96,True
I-95 NB,GP,110+04155,2025-10-06,96,22.853333333333335,61.5971875,7139.905401754983,96,True
I-95 NB,GP,110+04155,2025-10-07,96,25.956666666666667,61.64395833333333,7166.861683959271,96,True
I-95 NB,GP,110+04155,2025-10-08,96,21.08,55.05486111111111,7414.066581510012,96,True
I-95 NB,GP,110+04155,2025-10-09,96,16.45,47.28680555555556,7071.8122464944,96,True
I-95 NB,GP,110+04155,2025-10-10,96,6.8500000000000005,44.80670138888889,6948.772611834976,96,True
I-95 NB,GP,110+04155,2025-10-13,96,17.426666666666666,53.68118055555556,7046.8007957223135,96,True
I-95 NB,GP,110+04155,2025-10-14,96,17.42,57.790034722222224,7199.637696207489,96,True
I-95 NB,GP,110+04155,2025-10-15,96,23.900000000000002,60.033854166666664,7283.9557466867145,96,True
I-95 NB,GP,110+04155,2025-10-16,96,25.64,59.874652777777776,7384.340167598352,96,True
I-95 NB,GP,110+04155,2025-10-17,96,17.05,52.18385416666666,7260.216415865497,96,True
I-95 NB,GP,110+04155,2025-10-20,96,12.68,57.01159722222223,7115.111861784305,96,True
I-95 NB,GP,110+04155,2025-10-21,96,21.723333333333333,59.27954861111112,7235.73187241856,96,True
I-95 NB,GP,110+04155,2025-10-22,96,20.343333333333334,60.314340277777774,7152.93892415014,96,True
I-95 NB,GP,110+04155,2025-10-23,96,17.546666666666667,53.900173611111114,7291.690332161398,96,True
I-95 NB,GP,110+04155,2025-10-24,96,15.486666666666665,48.84305555555556,7140.062680987194,96,True
I-95 NB,GP,110+04155,2025-10-27,96,22.310000000000002,59.54586805555556,7032.598037357143,96,True
I-95 NB,GP,110+04155,2025-10-28,96,23.933333333333334,59.03003472222222,7284.493807683854,96,True
I-95 NB,GP,110+04155,2025-10-29,96,23.87,60.443125,7423.391046163707,96,True
I-95 NB,GP,110+04155,2025-10-30,96,28.150000000000002,60.40100694444445,7476.361431496847,96,True
I-95 NB,GP,110+04155,2025-10-31,96,15.270000000000001,55.65538194444445,7046.51911150246,96,True
I-95 NB,GP,110+04156,2025-10-01,96,10.543333333333335,49.62576388888889,7804.955706108685,96,True
I-95 NB,GP,110+04156,2025-10-02,96,9.28,49.36295138888889,7761.353156199938,96,True
I-95 NB,GP,110+04156,2025-10-03,96,25.733333333333334,47.38472222222222,7815.246868431884,96,True
I-95 NB,GP,110+04156,2025-10-06,96,29.24,56.33447916666666,7830.147092743424,96,True
I-95 NB,GP,110+04156,2025-10-07,96,27.143333333333334,56.25357638888889,7952.413024936003,96,True
I-95 NB,GP,110+04156,2025-10-08,96,18.81,48.323923611111105,7847.816465428227,96,True
I-95 NB,GP,110+04156,2025-10-09,96,16.003333333333334,46.76861111111111,7660.059297407371,96,True
I-95 NB,GP,110+04156,2025-10-10,96,5.1866666666666665,44.37104166666666,7514.117955253245,96,True
I-95 NB,GP,110+04156,2025-10-13,96,28.953333333333333,51.713541666666664,7994.180075843651,96,True
I-95 NB,GP,110+04156,2025-10-14,96,18.86,51.87746527777778,7931.117475979318,96,True
I-95 NB,GP,110+04156,2025-10-15,96,25.413333333333338,52.505972222222226,7950.534509411779,96,True
I-95 NB,GP,110+04156,2025-10-16,96,17.303333333333335,50.555972222222216,7813.279781134329,96,True
I-95 NB,GP,110+04156,2025-10-17,96,26.926666666666666,48.96256944444445,7867.357997487415,96,True
I-95 NB,GP,110+04156,2025-10-20,96,10.926666666666668,53.09493055555556,7889.338196912187,96,True
I-95 NB,GP,110+04156,2025-10-21,96,25.97666666666667,54.63583333333333,7978.082655174341,96,True
I-95 NB,GP,110+04156,2025-10-22,96,25.323333333333334,54.12444444444444,7895.848969483053,96,True
I-95 NB,GP,110+04156,2025-10-23,96,20.58,48.14819444444444,7792.68754642241,96,True
I-95 NB,GP,110+04156,2025-10-24,96,26.676666666666666,48.14934027777778,7803.58088586148,96,True
I-95 NB,GP,110+04156,2025-10-27,96,25.486666666666665,54.806562500000005,7776.517261686592,96,True
I-95 NB,GP,110+04156,2025-10-28,96,27.833333333333332,54.478437500000005,7923.918895002502,96,True
I-95 NB,GP,110+04156,2025-10-29,96,23.74,53.923715277777774,8132.815674502944,96,True
I-95 NB,GP,110+04156,2025-10-30,96,27.650000000000002,53.90277777777778,8191.4684798160315,96,True
I-95 NB,GP,110+04156,2025-10-31,96,24.429999999999996,51.10218749999999,7788.408600846713,96,True
I-95 NB,GP,110+04157,2025-10-01,96,14.81,54.97774305555556,7676.212844248399,96,True
I-95 NB,GP,110+04157,2025-10-02,96,26.46666666666667,57.099375,7731.028480339318,96,True
I-95 NB,GP,110+04157,2025-10-03,96,34.89333333333334,56.96743055555555,7858.780832022982,96,True
I-95 NB,GP,110+04157,2025-10-06,96,38.1,60.729513888888896,7503.485595101898,96,True
I-95 NB,GP,110+04157,2025-10-07,96,36.06333333333333,60.61864583333334,7677.445908725928,96,True
I-95 NB,GP,110+04157,2025-10-08,96,26.793333333333333,54.652638888888895,7758.697452253076,96,True
I-95 NB,GP,110+04157,2025-10-09,96,16.953333333333333,53.9296875,7609.678611069498,96,True
I-95 NB,GP,110+04157,2025-10-10,96,6.8566666666666665,53.073993055555555,7537.367507116123,96,True
I-95 NB,GP,110+04157,2025-10-13,96,43.27333333333333,58.932291666666664,7916.306259384203,96,True
I-95 NB,GP,110+04157,2025-10-14,96,24.09,57.46534722222222,7738.328034610229,96,True
I-95 NB,GP,110+04157,2025-10-15,96,30.686666666666667,56.95065972222222,7780.05181627045,96,True
I-95 NB,GP,110+04157,2025-10-16,96,18.106666666666666,54.86454861111111,7714.530853492996,96,True
I-95 NB,GP,110+04157,2025-10-17,96,34.72666666666667,56.98878472222222,7929.403460145712,96,True
I-95 NB,GP,110+04157,2025-10-20,96,12.089999999999998,58.34760416666666,7638.472573063665,96,True
I-95 NB,GP,110+04157,2025-10-21,96,30.416666666666668,59.14347222222222,7644.932394297852,96,True
I-95 NB,GP,110+04157,2025-10-22,96,28.91333333333333,59.11809027777778,7652.961471752821,96,True
I-95 NB,GP,110+04157,2025-10-23,96,20.896666666666665,53.46937499999999,7728.715889174804,96,True
I-95 NB,GP,110+04157,2025-10-24,96,33.223333333333336,56.47645833333333,7918.733084633549,96,True
