mean_dc,mu_ln_dc,sigma_ln_dc,expected_tti,shrp2_tti95,tti_50,gamma_50,delay_dominant_gamma_50,tti_80,gamma_80,delay_dominant_gamma_80,tti_90,gamma_90,delay_dominant_gamma_90,tti_95,gamma_95,delay_dominant_gamma_95,empirical_support,sigma_model,alpha,beta
0.96,-0.04152739045259441,0.037560509377250154,1.2588062354875234,1.844701291747089,1.258233401294245,0.9995449385480233,0.9977866290887494,1.273114489692326,1.0113665263178977,1.0552855852868064,1.2812313163233486,1.0178145612911904,1.086648147381698,1.2881158815345688,1.0232836835572983,1.113249381305801,True,constant,0.27795665535834296,1.7723568133959584
0.97,-0.031164603417047822,0.037560509377250154,1.2636035348372414,1.8586610456684323,1.26302008244113,0.999538263086462,0.9977866290887494,1.2781770105443895,1.0115332660168803,1.0552855852868064,1.2864442927741553,1.0180758895549116,1.086648147381698,1.2934564720675812,1.023625240360051,1.113249381305801,True,constant,0.27795665535834296,1.7723568133959584
0.98,-0.020908103249858714,0.037560509377250154,1.2684391853004076,1.8726788650634614,1.2678450298162238,0.9995315853601267,0.9977866290887494,1.2832800027736542,1.011700062285392,1.0552855852868064,1.2916989433913404,1.0183373064790837,1.086648147381698,1.298839756953912,1.0239669130422715,1.113249381305801,True,constant,0.27795665535834296,1.7723568133959584
0.99,-0.010755731785840699,0.037560509377250154,1.273313097436513,1.8867536272537984,1.2727081541769831,0.9995249061203032,0.9977866290887494,1.2884233719948404,1.0118668963578148,1.0552855852868064,1.2969951709845402,1.018598782652676,1.086648147381698,1.30426563662397,1.024308663163657,1.113249381305801,True,constant,0.27795665535834296,1.7723568133959584
1.0,-0.0007053959323392484,0.037560509377250154,1.2782251829185525,1.9008842214360322,1.2776093673919031,0.999518226103758,0.9977866290887494,1.2936070249977334,1.0120337498311993,1.0552855852868064,1.302332879573379,1.0188602892330614,1.086648147381698,1.309734012747772,1.0246504530268101,1.113249381305801,True,constant,0.27795665535834296,1.7723568133959584
1.01,0.009244934920828844,0.037560509377250154,1.2831753545081228,1.9150695486319393,1.2825485824156715,0.9995115460328556,0.9977866290887494,1.2988308697209032,1.0122006046623158,1.0552855852868064,1.307711974360407,1.0191217979413967,1.086648147381698,1.3152447882072185,1.0249922456711995,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.02,0.01909723136384048,0.037560509377250154,1.2881635260313167,1.9293085216376908,1.2875257132651154,0.9995048666156802,0.9977866290887494,1.304094815226268,1.0123674431646374,1.0552855852868064,1.313132361704908,1.0193832810578929,1.086648147381698,1.3207978670692615,1.025334004866981,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.03,0.02885340630920518,0.037560509377250154,1.2931896123553863,1.9436000649720397,1.292540674995918,0.9994981885461589,0.9977866290887494,1.3093987716744657,1.012534248005253,1.0552855852868064,1.3185939490975387,1.0196447114169758,1.086648147381698,1.3263931545599212,1.0256756951086692,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.04,0.038515317220942084,0.037560509377250154,1.298253529366138,1.9579431148234598,1.297593383680061,0.9994915125041877,0.9977866290887494,1.3147426503010007,1.0127010022017144,1.0552855852868064,1.3240966451357667,1.0199060624023464,1.086648147381698,1.3320305570391247,1.026017281608684,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.05,0.048084768237092804,0.037560509377250154,1.3033551939460328,1.9723366189962326,1.302683756383976,0.9994848391557607,0.9977866290887494,1.320126363393132,1.0128676891188217,1.0552855852868064,1.3296403595000723,1.0201673079419422,1.086648147381698,1.3377099819763223,1.0263587302907637,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.06,0.05756351219163658,0.037560509377250154,1.3084945239529626,1.9867795368554706,1.307811711147365,0.9994781691531006,0.9977866290887494,1.3255498242674768,1.0130342924653517,1.0552855852868064,1.3352250029308856,1.020428422502809,1.086648147381698,1.3434313379268632,1.0267000077832626,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.07,0.06695325254147562,0.037560509377250154,1.3136714381996737,2.0012708392710747,1.3129771669626724,0.9994715031347924,0.9977866290887494,1.331012947248297,1.0132007962907292,1.0552855852868064,1.3408504872062281,1.0206893810858841,1.086648147381698,1.3491945345090874,1.0270410814123327,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.08,0.07625564520378915,0.037560509377250154,1.3188858564338148,2.0158095085606273,1.318180043755175,0.9994648417259183,0.9977866290887494,1.3365156476464428,1.0133671849816464,1.0552855852868064,1.346516725120031,1.0209501592206989,1.086648147381698,1.354999482382115,1.0273819191950009,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.09,0.08547230030871317,0.037560509377250154,1.3241376993185838,2.0303945384312296,1.3234202623636722,0.9994581855381952,0.9977866290887494,1.3420578417389304,1.0135334432586343,1.0552855852868064,1.3522236304611048,1.0212107329600044,1.086648147381698,1.3608460932242992,1.027722489832142,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.1,0.09460478387198569,0.037560509377250154,1.3294268884139469,2.0450249339202733,1.3286977445217476,0.9994515351701144,0.9977866290887494,1.3476394467491233,1.0136995561725886,1.0552855852868064,1.3579711179927325,1.021471078874326,1.086648147381698,1.3667342797123214,1.028062762701365,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.11,0.10365461939190361,0.037560509377250154,1.3347533461584145,2.0596997113351865,1.3340124128395836,0.9994448912070808,0.9977866290887494,1.3532603808274994,1.0138655091012512,1.0552855852868064,1.3637591034328653,1.0217311740464505,1.086648147381698,1.3726639555009015,1.028402707849805,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.12,0.11262328937466402,0.037560509377250154,1.3401169958513466,2.0744178981921353,1.3393641907863074,0.9994382542215571,0.9977866290887494,1.3589205630329786,1.0140312877456543,1.0552855852868064,1.3695875034348945,1.0219909960658518,1.086648147381698,1.3786350352030994,1.0287422959868389,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.13,0.12151223679190987,0.037560509377250154,1.3455177616357705,2.089178533153716,1.3447530026728454,0.9994316247732059,0.9977866290887494,1.3646199133147912,1.0141968781265271,1.0552855852868064,1.375456235568981,1.0222505230230583,1.086648147381698,1.3846474343711868,1.0290814984767243,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.14,0.13032286647406474,0.037560509377250154,1.3509555684816907,2.1039806659656506,1.350178773635272,0.9994250034090375,0.9977866290887494,1.3703583524948648,1.0143622665806695,1.0552855852868064,1.3813652183039198,1.0225097335039715,1.086648147381698,1.3907010694780677,1.029420287331171,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.15,0.13905654644281937,0.037560509377250154,1.356430342169874,2.1188233573925053,1.355641429618628,0.9994183906635531,0.9977866290887494,1.3761358022507122,1.0145274397572936,1.0552855852868064,1.3873143709895182,1.022768606584131,1.086648147381698,1.3967958578992272,1.0297586352018495,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.16,0.14771460918593396,0.037560509377250154,1.3619420092760899,2.1337056791524454,1.3611408973611985,0.9994117870588946,0.9977866290887494,1.3819521850988012,1.01469238461434,1.0552855852868064,1.3933036138394723,1.0230271218229416,1.086648147381698,1.4029317178951854,1.0300965153728407,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.17,0.15629835287732544,0.037560509377250154,1.3674904971557915,2.1486267138510637,1.3666771043792258,0.9994051931049924,0.9977866290887494,1.3878074243783889,1.014857088414767,1.0552855852868064,1.3993328679147201,1.0232852592578572,1.086648147381698,1.4091085685944462,1.0304339017530397,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
