corridor,facility,tmc_code,date_local,road_order,length_mi,lanes,free_flow_speed_mph,capacity_speed_mph,capacity_vph_link,observed_15min_bins,threshold_multiplier,threshold_basis,threshold_speed_mph,threshold_speed_ratio_to_vf,threshold_speed_ratio_to_vc,episode_identified,duration_h,demand_veh_link,d_over_c_h,episode_start_minute,episode_end_minute,minimum_speed_mph,minimum_speed_minute,touches_data_start,touches_data_end,uncensored_episode,congested_link_mile_hours,qualifying_link_miles
I-95 NB,GP,110P04151,2025-10-27,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04151,2025-10-28,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,True,0.7575846418617402,2809.174732154518,0.49283767230781017,416.58554044380816,462.04061895551257,15.394444444444446,450.0,False,False,True,0.6334801561705174,0.836184
I-95 NB,GP,110P04151,2025-10-29,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,True,0.9852594166671547,3482.175798028338,0.6109080347418137,400.371730825742,459.4872958257713,12.403333333333334,435.0,False,False,True,0.8238581600664081,0.836184
I-95 NB,GP,110P04151,2025-10-30,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04151,2025-10-31,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-01,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-02,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-03,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-06,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-07,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-08,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-09,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-10,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-13,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-14,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-15,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-16,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-17,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-20,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-21,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-22,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-23,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-24,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-27,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-28,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-29,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-30,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-31,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.25,free_flow_speed,17.497374999999998,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-01,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-02,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-03,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-06,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-07,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-08,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,True,0.5748993449955218,3753.4550094376254,0.4691818761797032,447.13555454130534,481.62951524103664,14.191111111111107,465.0,False,False,True,0.5835567542318093,1.015059
I-95 NB,GP,110P04153,2025-10-09,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-10,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-13,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-14,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,True,0.6848144846411931,3837.313364787213,0.4796641705984016,440.0169779286927,481.1058470071643,14.778888888888888,465.0,False,False,True,0.6951271059654048,1.015059
I-95 NB,GP,110P04153,2025-10-15,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-16,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-17,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-20,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-21,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,True,1.233113480975906,5332.998874090789,0.6666248592613486,453.6808083343793,527.6676171929337,9.735555555555555,510.0,False,False,True,1.251682936885922,1.015059
I-95 NB,GP,110P04153,2025-10-22,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-23,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-24,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-27,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-28,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-29,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,True,0.6017107289524584,1801.5788294588906,0.22519735368236132,398.8651950278611,434.9678387650086,9.893333333333329,420.0,False,False,True,0.6107718908197534,1.015059
I-95 NB,GP,110P04153,2025-10-30,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-31,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.25,free_flow_speed,17.65,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-01,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-02,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-03,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-06,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-07,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-08,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,True,0.5210146829940944,2662.3380200973606,0.3327922525121701,440.5853051058531,471.84618608549874,16.39,465.0,False,False,True,0.779103995347366,1.495359
I-95 NB,GP,110+04154,2025-10-09,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-10,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,True,0.6698241422750849,3517.6436191664698,0.4397054523958087,425.16362883181444,465.35307736831953,10.564444444444444,435.0,False,False,True,1.0016275595683288,1.495359
I-95 NB,GP,110+04154,2025-10-13,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-14,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,True,1.0054834138316275,5217.079850765665,0.652134981345708,426.30938586326766,486.6383906931653,15.341111111111111,465.0,False,False,True,1.5035586722238488,1.495359
I-95 NB,GP,110+04154,2025-10-15,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-16,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-17,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-20,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,True,0.9503544564675025,4952.042518105482,0.6190053147631852,393.7526959022286,450.77396329027874,12.964444444444444,405.0,False,False,True,1.4211210896687883,1.495359
I-95 NB,GP,110+04154,2025-10-21,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,True,1.231055478707638,6166.7799740423125,0.7708474967552891,447.69827586206895,521.5616045845272,12.64,480.0,False,False,True,1.840869889584775,1.495359
I-95 NB,GP,110+04154,2025-10-22,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-23,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-24,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-27,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-28,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-29,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-30,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04154,2025-10-31,667.0,1.495359,4,70.4,49.780317395532954,8000.0,96,0.25,free_flow_speed,17.6,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-01,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-02,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-03,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-06,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-07,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-08,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-09,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-10,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,True,1.2067297233977758,5566.740995734628,0.6958426244668285,400.06623224014527,472.4700156440118,7.37,435.0,False,False,True,0.2895379029131688,0.239936
I-95 NB,GP,110P04154,2025-10-13,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-14,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,True,1.0342954990215267,5270.812903759612,0.6588516129699514,426.9422700587084,489.0,15.348888888888888,450.0,False,False,True,0.24816472485322905,0.239936
I-95 NB,GP,110P04154,2025-10-15,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-16,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-17,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-20,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,True,1.0061745067680297,4992.954670607542,0.6241193338259428,387.43191460243605,447.80238500851783,14.06444444444445,405.0,False,False,True,0.24141748645589398,0.239936
I-95 NB,GP,110P04154,2025-10-21,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-22,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-23,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-24,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-27,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-28,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-29,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-30,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04154,2025-10-31,668.0,0.239936,4,70.8,50.063160108007565,8000.0,96,0.25,free_flow_speed,17.7,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04155,2025-10-01,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04155,2025-10-02,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04155,2025-10-03,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04155,2025-10-06,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04155,2025-10-07,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04155,2025-10-08,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04155,2025-10-09,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04155,2025-10-10,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,True,1.4033307579665981,6651.584425307698,0.8314480531634623,381.83326451156205,466.03310998955794,7.628888888888889,435.0,False,False,True,3.3626962455085114,2.396225
I-95 NB,GP,110+04155,2025-10-13,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04155,2025-10-14,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04155,2025-10-15,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04155,2025-10-16,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04155,2025-10-17,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04155,2025-10-20,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04155,2025-10-21,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04155,2025-10-22,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04155,2025-10-23,669.0,2.396225,4,69.19,48.92471819029723,8000.0,96,0.25,free_flow_speed,17.2975,0.25,0.35355339059327373,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
